hour,provider,request_count,total_tokens,input_tokens,output_tokens,estimated_cost,success_rate,error_rate,rate_limit_rate,server_error_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,p95_first_token_latency_ms,queue_p95_ms,active_customers,active_keys,distinct_ips,safety_hit_rate,retry_rate,cache_hit_rate,fallback_rate,reasoning_tokens,tokens_per_request,output_input_ratio,cost_per_request,cost_per_success,reasoning_token_share
2026-04-23 06:00:00,MiniMax,4,2541,1721,820,0.0061,100.0,0.0,0.0,0.0,1879.5,2146.6,2153.32,649.65,93.6,4,4,4,0.0,0.0,0.0,0.0,111,635.25,0.4765,0.0015,0.0015,13.5366
2026-04-23 07:00:00,DeepSeek,70,48434,35439,12995,0.0581,98.5714,1.4286,0.0,0.0,6551.0,9395.45,9957.34,9054.95,141.85,10,27,33,0.0,4.2857,25.7143,0.0,2147,691.9143,0.3667,0.0008,0.0008,16.5217
2026-04-23 07:00:00,MiniMax,6,5117,3671,1446,0.0123,100.0,0.0,0.0,0.0,2120.0,2392.0,2431.2,790.25,174.25,6,6,6,0.0,0.0,33.3333,0.0,251,852.8333,0.3939,0.002,0.002,17.3582
2026-04-23 08:00:00,DeepSeek,68,49365,35450,13915,0.0592,94.1176,5.8824,0.0,4.4118,6587.0,8389.05,9717.0,7447.5,151.45,9,26,29,0.0,5.8824,25.0,0.0,2178,725.9559,0.3925,0.0009,0.0009,15.6522
2026-04-23 08:00:00,MiniMax,3,1394,944,450,0.0033,66.6667,33.3333,0.0,33.3333,1470.0,1660.8,1677.76,560.6,35.7,3,3,3,0.0,0.0,0.0,0.0,91,464.6667,0.4767,0.0011,0.0017,20.2222
2026-04-23 08:00:00,Qwen,1,664,600,64,0.0011,0.0,100.0,0.0,0.0,1644.0,1644.0,1644.0,1357.0,35.0,1,1,1,0.0,0.0,0.0,0.0,0,664.0,0.1067,0.0011,,0.0
2026-04-23 09:00:00,DeepSeek,112,67702,47186,20516,0.0812,99.1071,0.8929,0.0,0.0,6523.0,9593.25,10098.41,8986.85,143.35,9,26,34,0.0,6.25,16.0714,0.0,3348,604.4821,0.4348,0.0007,0.0007,16.319
2026-04-23 09:00:00,MiniMax,1,1556,1162,394,0.0037,100.0,0.0,0.0,0.0,2463.0,2463.0,2463.0,443.0,83.0,1,1,1,0.0,0.0,0.0,0.0,26,1556.0,0.3391,0.0037,0.0037,6.599
2026-04-23 10:00:00,DeepSeek,127,92163,63856,28307,0.1106,95.2756,4.7244,0.0,3.1496,6769.0,8796.7,10719.66,7563.1,168.7,10,30,39,0.7874,8.6614,22.0472,0.7874,4412,725.6929,0.4433,0.0009,0.0009,15.5863
2026-04-23 10:00:00,MiniMax,6,4271,2596,1675,0.0103,100.0,0.0,0.0,0.0,2291.5,3314.25,3563.65,759.75,187.5,4,5,5,0.0,0.0,16.6667,0.0,296,711.8333,0.6452,0.0017,0.0017,17.6716
2026-04-23 10:00:00,Qwen,2,897,705,192,0.0014,100.0,0.0,0.0,0.0,1264.5,1529.55,1553.11,603.5,73.95,2,2,2,0.0,0.0,0.0,0.0,0,448.5,0.2723,0.0007,0.0007,0.0
2026-04-23 11:00:00,DeepSeek,98,64815,46155,18660,0.0778,93.8776,6.1224,1.0204,3.0612,6551.0,8481.3,10550.63,7884.15,142.7,10,30,37,1.0204,2.0408,18.3673,0.0,2954,661.3776,0.4043,0.0008,0.0008,15.8307
2026-04-23 11:00:00,MiniMax,3,2598,2164,434,0.0062,100.0,0.0,0.0,0.0,1421.0,1577.6,1591.52,704.5,100.7,3,3,3,0.0,0.0,33.3333,0.0,75,866.0,0.2006,0.0021,0.0021,17.2811
2026-04-23 12:00:00,DeepSeek,109,77551,54877,22674,0.0931,94.4954,5.5046,1.8349,3.6697,6697.0,8824.6,10901.36,8359.4,158.8,10,28,35,1.8349,5.5046,21.1009,0.0,3562,711.4771,0.4132,0.0009,0.0009,15.7096
2026-04-23 12:00:00,MiniMax,6,4651,2658,1993,0.0112,66.6667,33.3333,0.0,33.3333,2668.5,3681.0,3681.0,783.25,61.75,4,5,6,0.0,0.0,33.3333,0.0,193,775.1667,0.7498,0.0019,0.0028,9.6839
2026-04-23 12:00:00,Qwen,3,3692,2837,855,0.0059,100.0,0.0,0.0,0.0,1177.0,2938.3,3094.86,613.6,46.1,3,3,3,0.0,33.3333,0.0,0.0,0,1230.6667,0.3014,0.002,0.002,0.0
2026-04-23 13:00:00,DeepSeek,90,61785,43472,18313,0.0741,95.5556,4.4444,0.0,3.3333,6624.0,8340.95,10084.93,7560.05,174.0,10,24,30,0.0,7.7778,16.6667,0.0,2817,686.5,0.4213,0.0008,0.0009,15.3825
2026-04-23 13:00:00,MiniMax,5,2233,1624,609,0.0054,100.0,0.0,0.0,0.0,1395.0,1562.0,1576.4,650.2,75.0,5,5,5,0.0,0.0,0.0,0.0,96,446.6,0.375,0.0011,0.0011,15.7635
2026-04-23 13:00:00,Qwen,1,1089,688,401,0.0017,100.0,0.0,0.0,0.0,2175.0,2175.0,2175.0,373.0,42.0,1,1,1,0.0,0.0,0.0,0.0,0,1089.0,0.5828,0.0017,0.0017,0.0
2026-04-23 14:00:00,DeepSeek,104,67361,46542,20819,0.0808,94.2308,5.7692,0.0,2.8846,6529.0,9125.4,10338.07,7930.2,146.25,10,26,34,0.9615,3.8462,20.1923,0.0,3209,647.7019,0.4473,0.0008,0.0008,15.4138
2026-04-23 14:00:00,MiniMax,3,1510,787,723,0.0036,100.0,0.0,0.0,0.0,1831.0,2968.6,3069.72,824.3,159.6,2,2,3,0.0,0.0,0.0,0.0,129,503.3333,0.9187,0.0012,0.0012,17.8423
2026-04-23 14:00:00,Qwen,3,1751,856,895,0.0028,100.0,0.0,0.0,0.0,1672.0,2592.7,2674.54,544.7,93.0,2,3,2,0.0,0.0,33.3333,0.0,0,583.6667,1.0456,0.0009,0.0009,0.0
2026-04-23 15:00:00,DeepSeek,128,84677,60843,23834,0.1016,95.3125,4.6875,3.125,0.7812,6613.0,8586.85,9388.71,7867.6,156.25,10,28,32,0.7812,3.9062,18.75,0.0,3818,661.5391,0.3917,0.0008,0.0008,16.0191
2026-04-23 15:00:00,MiniMax,6,3218,2563,655,0.0077,100.0,0.0,0.0,0.0,1099.5,1716.75,1792.95,677.75,109.25,4,5,6,0.0,0.0,16.6667,0.0,92,536.3333,0.2556,0.0013,0.0013,14.0458
2026-04-23 15:00:00,Qwen,2,682,385,297,0.0011,100.0,0.0,0.0,0.0,1392.0,1396.5,1396.9,407.65,96.3,2,2,2,0.0,0.0,0.0,0.0,0,341.0,0.7714,0.0005,0.0005,0.0
2026-04-23 16:00:00,DeepSeek,122,84669,60761,23908,0.1016,96.7213,3.2787,1.6393,0.8197,6556.0,8730.85,10869.15,8266.4,170.0,10,29,41,0.0,3.2787,16.3934,0.0,3832,694.0082,0.3935,0.0008,0.0009,16.0281
2026-04-23 16:00:00,MiniMax,4,2068,1392,676,0.005,75.0,25.0,25.0,0.0,1798.5,1960.45,1972.09,751.55,119.35,4,4,4,0.0,25.0,0.0,0.0,144,517.0,0.4856,0.0012,0.0017,21.3018
2026-04-23 16:00:00,Qwen,7,5513,3880,1633,0.0088,100.0,0.0,0.0,0.0,1342.0,2156.4,2233.68,464.7,80.0,7,7,7,0.0,0.0,57.1429,0.0,0,787.5714,0.4209,0.0013,0.0013,0.0
2026-04-23 17:00:00,DeepSeek,112,75927,52634,23293,0.0911,95.5357,4.4643,0.8929,2.6786,6492.5,8549.2,10758.41,7283.7,149.05,10,27,34,1.7857,5.3571,16.9643,0.0,3602,677.9196,0.4425,0.0008,0.0009,15.4639
2026-04-23 17:00:00,MiniMax,4,2294,1407,887,0.0055,75.0,25.0,25.0,0.0,1839.0,3183.7,3342.34,970.45,92.45,4,4,4,0.0,0.0,25.0,0.0,160,573.5,0.6304,0.0014,0.0018,18.0383
2026-04-23 17:00:00,Qwen,1,406,233,173,0.0006,100.0,0.0,0.0,0.0,1100.0,1100.0,1100.0,538.0,79.0,1,1,1,0.0,0.0,0.0,0.0,0,406.0,0.7425,0.0006,0.0006,0.0
2026-04-23 18:00:00,DeepSeek,77,54067,38600,15467,0.0649,96.1039,3.8961,0.0,3.8961,6533.0,9869.2,10904.2,9394.0,156.6,10,24,29,0.0,1.2987,18.1818,0.0,2564,702.1688,0.4007,0.0008,0.0009,16.5772
2026-04-23 18:00:00,MiniMax,2,1617,1138,479,0.0039,100.0,0.0,0.0,0.0,2507.0,2927.3,2964.66,658.7,68.9,2,2,2,0.0,0.0,0.0,0.0,101,808.5,0.4209,0.0019,0.0019,21.0856
2026-04-23 18:00:00,Qwen,1,242,112,130,0.0004,100.0,0.0,0.0,0.0,1391.0,1391.0,1391.0,605.0,53.0,1,1,1,0.0,0.0,0.0,0.0,0,242.0,1.1607,0.0004,0.0004,0.0
2026-04-23 19:00:00,DeepSeek,86,57421,40022,17399,0.0689,100.0,0.0,0.0,0.0,6462.5,10110.0,10850.75,9717.5,160.75,10,28,32,0.0,4.6512,12.7907,0.0,2632,667.686,0.4347,0.0008,0.0008,15.1273
2026-04-23 19:00:00,MiniMax,2,1059,857,202,0.0025,100.0,0.0,0.0,0.0,1827.0,2158.2,2187.64,821.9,106.15,1,2,2,0.0,0.0,0.0,0.0,25,529.5,0.2357,0.0013,0.0013,12.3762
2026-04-23 19:00:00,Qwen,3,1737,1224,513,0.0028,100.0,0.0,0.0,0.0,1315.0,2141.2,2214.64,1289.6,205.2,3,3,3,0.0,0.0,0.0,0.0,0,579.0,0.4191,0.0009,0.0009,0.0
2026-04-23 20:00:00,DeepSeek,52,36030,24634,11396,0.0432,90.3846,9.6154,0.0,1.9231,6666.0,8967.05,9823.12,8336.85,198.15,10,28,27,3.8462,1.9231,19.2308,0.0,1618,692.8846,0.4626,0.0008,0.0009,14.198
2026-04-23 20:00:00,MiniMax,1,785,676,109,0.0019,100.0,0.0,0.0,0.0,1544.0,1544.0,1544.0,705.0,62.0,1,1,1,0.0,0.0,0.0,0.0,18,785.0,0.1612,0.0019,0.0019,16.5138
2026-04-23 20:00:00,Qwen,1,551,357,194,0.0009,100.0,0.0,0.0,0.0,1499.0,1499.0,1499.0,511.0,104.0,1,1,1,0.0,0.0,100.0,0.0,0,551.0,0.5434,0.0009,0.0009,0.0
2026-04-23 21:00:00,DeepSeek,73,49783,33932,15851,0.0597,95.8904,4.1096,1.3699,1.3699,6574.0,8623.2,9882.0,7734.6,165.4,10,25,33,1.3699,4.1096,15.0685,0.0,2520,681.9589,0.4671,0.0008,0.0009,15.8981
2026-04-23 21:00:00,MiniMax,5,4080,3072,1008,0.0098,80.0,20.0,20.0,0.0,2267.0,2914.6,2978.12,963.0,143.2,3,4,4,0.0,20.0,20.0,0.0,178,816.0,0.3281,0.002,0.0024,17.6587
2026-04-23 21:00:00,Qwen,1,718,587,131,0.0011,0.0,100.0,0.0,0.0,891.0,891.0,891.0,550.0,33.0,1,1,1,0.0,0.0,0.0,0.0,0,718.0,0.2232,0.0011,,0.0
2026-04-23 22:00:00,DeepSeek,32,26575,20618,5957,0.0319,96.875,3.125,0.0,3.125,6666.5,9958.9,11016.03,9456.5,171.2,9,17,21,3.125,3.125,12.5,0.0,966,830.4688,0.2889,0.001,0.001,16.2162
2026-04-23 22:00:00,MiniMax,1,394,249,145,0.0009,100.0,0.0,0.0,0.0,1548.0,1548.0,1548.0,393.0,21.0,1,1,1,0.0,0.0,0.0,100.0,40,394.0,0.5823,0.0009,0.0009,27.5862
2026-04-23 23:00:00,DeepSeek,32,21516,15000,6516,0.0258,96.875,3.125,0.0,3.125,6933.0,9027.15,9988.69,8254.75,150.85,10,18,19,6.25,9.375,21.875,0.0,907,672.375,0.4344,0.0008,0.0008,13.9196
2026-04-23 23:00:00,MiniMax,1,490,311,179,0.0012,100.0,0.0,0.0,0.0,1551.0,1551.0,1551.0,577.0,58.0,1,1,1,0.0,0.0,0.0,0.0,29,490.0,0.5756,0.0012,0.0012,16.2011
2026-04-24 00:00:00,DeepSeek,28,19515,13699,5816,0.0234,96.4286,3.5714,0.0,3.5714,6535.0,9360.45,10115.78,8829.95,140.9,7,16,19,0.0,7.1429,17.8571,0.0,890,696.9643,0.4246,0.0008,0.0009,15.3026
2026-04-24 00:00:00,MiniMax,2,2726,2228,498,0.0065,100.0,0.0,0.0,0.0,2283.5,3015.65,3080.73,585.15,124.65,2,2,2,0.0,0.0,0.0,0.0,72,1363.0,0.2235,0.0033,0.0033,14.4578
2026-04-24 00:00:00,Qwen,1,713,410,303,0.0011,100.0,0.0,0.0,0.0,1663.0,1663.0,1663.0,474.0,41.0,1,1,1,0.0,0.0,0.0,0.0,0,713.0,0.739,0.0011,0.0011,0.0
2026-04-24 01:00:00,DeepSeek,33,22613,15330,7283,0.0271,96.9697,3.0303,0.0,3.0303,6675.0,9244.2,12076.68,8420.2,152.0,10,20,20,0.0,6.0606,6.0606,0.0,1110,685.2424,0.4751,0.0008,0.0008,15.241
2026-04-24 01:00:00,Qwen,1,1532,1440,92,0.0025,100.0,0.0,0.0,0.0,1231.0,1231.0,1231.0,636.0,14.0,1,1,1,0.0,0.0,100.0,0.0,0,1532.0,0.0639,0.0025,0.0025,0.0
2026-04-24 02:00:00,DeepSeek,17,10010,7134,2876,0.012,94.1176,5.8824,5.8824,0.0,6653.0,9119.0,10085.4,8480.6,144.4,8,15,14,0.0,11.7647,35.2941,0.0,508,588.8235,0.4031,0.0007,0.0008,17.6634
2026-04-24 02:00:00,MiniMax,2,1813,1363,450,0.0044,100.0,0.0,0.0,0.0,1071.5,1530.05,1570.81,534.75,112.65,2,2,2,0.0,0.0,0.0,0.0,69,906.5,0.3302,0.0022,0.0022,15.3333
2026-04-24 02:00:00,Qwen,1,549,321,228,0.0009,100.0,0.0,0.0,0.0,1476.0,1476.0,1476.0,415.0,69.0,1,1,1,0.0,0.0,0.0,0.0,0,549.0,0.7103,0.0009,0.0009,0.0
2026-04-24 03:00:00,DeepSeek,23,12753,7595,5158,0.0153,91.3043,8.6957,0.0,4.3478,6927.0,8894.5,9133.68,7568.9,143.6,8,15,16,0.0,8.6957,8.6957,0.0,727,554.4783,0.6791,0.0007,0.0007,14.0946
2026-04-24 03:00:00,MiniMax,1,511,157,354,0.0012,100.0,0.0,0.0,0.0,2172.0,2172.0,2172.0,649.0,43.0,1,1,1,0.0,0.0,0.0,0.0,20,511.0,2.2548,0.0012,0.0012,5.6497
2026-04-24 03:00:00,Qwen,1,586,521,65,0.0009,100.0,0.0,0.0,0.0,776.0,776.0,776.0,408.0,27.0,1,1,1,0.0,0.0,0.0,0.0,0,586.0,0.1248,0.0009,0.0009,0.0
2026-04-24 04:00:00,DeepSeek,16,9302,5798,3504,0.0112,100.0,0.0,0.0,0.0,6531.0,8700.75,9124.95,7520.25,193.25,7,12,12,0.0,6.25,6.25,0.0,587,581.375,0.6043,0.0007,0.0007,16.7523
2026-04-24 04:00:00,Qwen,1,529,418,111,0.0008,100.0,0.0,0.0,0.0,809.0,809.0,809.0,501.0,136.0,1,1,1,0.0,0.0,0.0,0.0,0,529.0,0.2656,0.0008,0.0008,0.0
2026-04-24 05:00:00,DeepSeek,23,15662,11594,4068,0.0188,95.6522,4.3478,4.3478,0.0,6336.0,7320.9,7789.3,6998.6,114.8,8,17,17,0.0,4.3478,26.087,0.0,620,680.9565,0.3509,0.0008,0.0009,15.2409
2026-04-24 06:00:00,DeepSeek,73,52030,36385,15645,0.0624,93.1507,6.8493,0.0,4.1096,6525.0,8776.6,10060.48,7868.4,151.0,9,23,27,0.0,0.0,10.9589,0.0,2673,712.7397,0.43,0.0009,0.0009,17.0853
2026-04-24 06:00:00,MiniMax,7,6162,4959,1203,0.0148,100.0,0.0,0.0,0.0,1848.0,2663.1,2853.42,866.6,138.6,5,6,6,0.0,0.0,28.5714,0.0,161,880.2857,0.2426,0.0021,0.0021,13.3832
2026-04-24 06:00:00,Qwen,1,250,140,110,0.0004,100.0,0.0,0.0,0.0,1157.0,1157.0,1157.0,360.0,26.0,1,1,1,0.0,0.0,0.0,0.0,0,250.0,0.7857,0.0004,0.0004,0.0
2026-04-24 07:00:00,DeepSeek,65,47441,33904,13537,0.0569,96.9231,3.0769,1.5385,0.0,6632.0,8532.4,9805.32,7663.6,160.2,10,24,31,0.0,4.6154,13.8462,0.0,2164,729.8615,0.3993,0.0009,0.0009,15.9858
2026-04-24 07:00:00,MiniMax,7,4960,3288,1672,0.0119,100.0,0.0,0.0,0.0,1675.0,2937.4,3192.28,887.3,158.3,6,7,6,0.0,0.0,42.8571,0.0,251,708.5714,0.5085,0.0017,0.0017,15.012
2026-04-24 08:00:00,DeepSeek,55,41928,29126,12802,0.0503,92.7273,7.2727,1.8182,3.6364,6693.0,8016.4,8888.4,6821.8,151.5,10,23,28,0.0,9.0909,32.7273,0.0,2056,762.3273,0.4395,0.0009,0.001,16.06
2026-04-24 08:00:00,MiniMax,2,817,521,296,0.002,100.0,0.0,0.0,0.0,1440.0,1451.7,1452.74,541.2,95.55,1,2,1,0.0,0.0,50.0,0.0,59,408.5,0.5681,0.001,0.001,19.9324
2026-04-24 08:00:00,Qwen,1,448,227,221,0.0007,100.0,0.0,0.0,0.0,1486.0,1486.0,1486.0,300.0,18.0,1,1,1,0.0,0.0,0.0,0.0,0,448.0,0.9736,0.0007,0.0007,0.0
2026-04-24 09:00:00,DeepSeek,105,70300,47646,22654,0.0844,96.1905,3.8095,0.9524,1.9048,6752.0,8793.0,10091.8,8536.6,137.6,10,29,37,1.9048,5.7143,23.8095,0.0,3938,669.5238,0.4755,0.0008,0.0008,17.3832
2026-04-24 09:00:00,MiniMax,6,3790,2234,1556,0.0091,100.0,0.0,0.0,0.0,2103.5,3053.75,3095.55,732.25,80.25,5,5,5,0.0,16.6667,0.0,0.0,194,631.6667,0.6965,0.0015,0.0015,12.4679
2026-04-24 09:00:00,Qwen,1,266,183,83,0.0004,100.0,0.0,0.0,0.0,745.0,745.0,745.0,390.0,59.0,1,1,1,0.0,0.0,0.0,0.0,0,266.0,0.4536,0.0004,0.0004,0.0
2026-04-24 10:00:00,DeepSeek,114,80669,57141,23528,0.0968,97.3684,2.6316,1.7544,0.8772,6557.5,9099.0,11064.43,8485.75,181.95,10,29,36,0.8772,3.5088,18.4211,0.0,3892,707.6228,0.4118,0.0008,0.0009,16.542
2026-04-24 10:00:00,MiniMax,4,3274,2730,544,0.0079,75.0,25.0,0.0,0.0,1629.5,2019.45,2026.29,1056.55,208.55,4,4,4,0.0,0.0,25.0,0.0,105,818.5,0.1993,0.002,0.0026,19.3015
2026-04-24 10:00:00,Qwen,3,2256,1437,819,0.0036,100.0,0.0,0.0,0.0,1507.0,1943.5,1982.3,438.3,77.6,3,3,3,0.0,33.3333,0.0,0.0,0,752.0,0.5699,0.0012,0.0012,0.0
2026-04-24 11:00:00,DeepSeek,110,71275,51120,20155,0.0855,98.1818,1.8182,0.0,1.8182,6544.0,9661.0,10547.88,9370.6,178.55,10,29,36,2.7273,5.4545,16.3636,0.9091,3239,647.9545,0.3943,0.0008,0.0008,16.0705
2026-04-24 11:00:00,MiniMax,6,6479,5387,1092,0.0155,100.0,0.0,0.0,0.0,1477.0,2407.75,2487.95,780.0,130.5,5,6,5,16.6667,0.0,0.0,16.6667,191,1079.8333,0.2027,0.0026,0.0026,17.4908
2026-04-24 11:00:00,Qwen,2,1182,797,385,0.0019,100.0,0.0,0.0,0.0,1371.5,1467.35,1475.87,470.6,105.3,2,2,2,0.0,0.0,0.0,0.0,0,591.0,0.4831,0.0009,0.0009,0.0
2026-04-24 12:00:00,DeepSeek,95,63736,45028,18708,0.0765,93.6842,6.3158,0.0,4.2105,6651.0,9160.8,10156.96,8479.9,195.3,10,26,32,2.1053,3.1579,18.9474,0.0,3249,670.9053,0.4155,0.0008,0.0009,17.3669
2026-04-24 12:00:00,MiniMax,3,1542,1144,398,0.0037,100.0,0.0,0.0,0.0,1712.0,1795.7,1803.14,768.2,139.9,1,2,2,0.0,0.0,0.0,0.0,34,514.0,0.3479,0.0012,0.0012,8.5427
2026-04-24 12:00:00,Qwen,1,715,440,275,0.0011,100.0,0.0,0.0,0.0,2498.0,2498.0,2498.0,1202.0,78.0,1,1,1,0.0,0.0,0.0,0.0,0,715.0,0.625,0.0011,0.0011,0.0
2026-04-24 13:00:00,DeepSeek,121,86487,64406,22081,0.1038,93.3884,6.6116,0.0,4.1322,6575.0,8307.0,10190.6,7202.0,176.0,10,29,38,2.4793,4.1322,14.876,0.0,3418,714.7686,0.3428,0.0009,0.0009,15.4794
2026-04-24 13:00:00,MiniMax,8,5775,3953,1822,0.0139,100.0,0.0,0.0,0.0,1753.5,3228.95,3683.39,809.35,164.9,6,7,7,12.5,0.0,50.0,0.0,333,721.875,0.4609,0.0017,0.0017,18.2766
2026-04-24 13:00:00,Qwen,2,1407,970,437,0.0023,50.0,50.0,50.0,0.0,1403.0,1865.6,1906.72,478.9,180.6,2,2,2,0.0,0.0,0.0,0.0,0,703.5,0.4505,0.0011,0.0023,0.0
2026-04-24 14:00:00,DeepSeek,121,85333,60979,24354,0.1024,94.2149,5.7851,0.8264,1.6529,6604.0,8930.0,10001.6,8531.0,184.0,10,26,37,0.8264,4.1322,14.876,0.0,3918,705.2314,0.3994,0.0008,0.0009,16.0877
2026-04-24 14:00:00,MiniMax,2,1840,1386,454,0.0044,100.0,0.0,0.0,0.0,2826.0,2847.6,2849.52,1155.55,198.4,2,2,2,0.0,0.0,0.0,0.0,53,920.0,0.3276,0.0022,0.0022,11.674
2026-04-24 14:00:00,Qwen,1,690,304,386,0.0011,100.0,0.0,0.0,0.0,1888.0,1888.0,1888.0,589.0,74.0,1,1,1,0.0,0.0,0.0,0.0,0,690.0,1.2697,0.0011,0.0011,0.0
2026-04-24 15:00:00,DeepSeek,106,72546,50696,21850,0.0871,98.1132,1.8868,0.9434,0.0,6629.5,9607.5,10612.3,9036.75,174.75,10,28,39,1.8868,3.7736,21.6981,0.0,3782,684.3962,0.431,0.0008,0.0008,17.3089
2026-04-24 15:00:00,MiniMax,6,3527,2352,1175,0.0085,100.0,0.0,0.0,0.0,1544.0,2707.75,2763.95,679.0,110.0,6,6,6,0.0,16.6667,50.0,0.0,219,587.8333,0.4996,0.0014,0.0014,18.6383
2026-04-24 15:00:00,Qwen,2,1195,890,305,0.0019,100.0,0.0,0.0,0.0,1127.5,1143.25,1144.65,405.75,116.15,2,2,2,0.0,0.0,0.0,0.0,0,597.5,0.3427,0.001,0.001,0.0
2026-04-24 16:00:00,DeepSeek,89,61138,42908,18230,0.0734,95.5056,4.4944,0.0,2.2472,6615.0,9500.0,10090.0,8099.6,170.6,10,26,30,2.2472,13.4831,19.1011,0.0,3184,686.9438,0.4249,0.0008,0.0009,17.4657
2026-04-24 16:00:00,MiniMax,6,5000,3703,1297,0.012,100.0,0.0,0.0,0.0,1898.0,2740.5,2801.7,758.25,116.25,3,5,5,0.0,16.6667,16.6667,0.0,303,833.3333,0.3503,0.002,0.002,23.3616
2026-04-24 16:00:00,Qwen,1,632,571,61,0.001,100.0,0.0,0.0,0.0,728.0,728.0,728.0,316.0,43.0,1,1,1,0.0,0.0,100.0,0.0,0,632.0,0.1068,0.001,0.001,0.0
2026-04-24 17:00:00,DeepSeek,124,83951,58713,25238,0.1007,94.3548,5.6452,0.8065,1.6129,6548.5,9179.0,10549.11,7965.15,161.25,10,29,38,1.6129,4.8387,17.7419,0.8065,4277,677.0242,0.4299,0.0008,0.0009,16.9467
2026-04-24 17:00:00,MiniMax,3,2872,2569,303,0.0069,100.0,0.0,0.0,0.0,1339.0,1714.3,1747.66,563.6,23.7,3,3,3,0.0,0.0,0.0,0.0,39,957.3333,0.1179,0.0023,0.0023,12.8713
2026-04-24 17:00:00,Qwen,4,2806,2141,665,0.0045,100.0,0.0,0.0,0.0,1283.0,2161.6,2240.32,511.3,100.35,4,4,4,0.0,0.0,25.0,0.0,0,701.5,0.3106,0.0011,0.0011,0.0
2026-04-24 18:00:00,DeepSeek,69,45786,31067,14719,0.0549,88.4058,11.5942,7.2464,2.8986,6774.0,10143.0,10358.2,9543.6,144.6,10,24,35,0.0,5.7971,17.3913,0.0,2176,663.5652,0.4738,0.0008,0.0009,14.7836
2026-04-24 18:00:00,MiniMax,1,580,357,223,0.0014,100.0,0.0,0.0,0.0,1865.0,1865.0,1865.0,787.0,11.0,1,1,1,0.0,0.0,0.0,0.0,16,580.0,0.6246,0.0014,0.0014,7.1749
2026-04-24 18:00:00,Qwen,2,870,487,383,0.0014,100.0,0.0,0.0,0.0,1350.5,1466.15,1476.43,526.05,71.9,1,2,2,0.0,0.0,0.0,0.0,0,435.0,0.7864,0.0007,0.0007,0.0
