hour,customer_id,request_count,total_tokens,input_tokens,output_tokens,estimated_cost,success_rate,error_rate,rate_limit_rate,server_error_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,p95_first_token_latency_ms,queue_p95_ms,active_customers,active_keys,distinct_ips,safety_hit_rate,retry_rate,cache_hit_rate,fallback_rate,reasoning_tokens,tokens_per_request,output_input_ratio,cost_per_request,cost_per_success,reasoning_token_share
2026-06-22 01:00:00,C007,1,409,143,266,0.0005,100.0,0.0,0.0,0.0,6952.0,6952.0,6952.0,1748.0,64.0,1,1,1,0.0,0.0,0.0,0.0,25,409.0,1.8601,0.0005,0.0005,9.3985
2026-06-22 01:00:00,C009,1,444,371,73,0.0005,100.0,0.0,0.0,0.0,7265.0,7265.0,7265.0,7109.0,50.0,1,1,1,0.0,0.0,0.0,0.0,19,444.0,0.1968,0.0005,0.0005,26.0274
2026-06-22 01:00:00,C010,4,4510,3615,895,0.0054,100.0,0.0,0.0,0.0,7947.5,9586.9,9751.78,9360.65,80.95,1,3,2,0.0,0.0,25.0,0.0,154,1127.5,0.2476,0.0014,0.0014,17.2067
2026-06-22 02:00:00,C001,2,502,393,109,0.0006,100.0,0.0,0.0,0.0,6873.0,7555.2,7615.84,7403.4,106.4,1,2,1,0.0,0.0,0.0,0.0,14,251.0,0.2774,0.0003,0.0003,12.844
2026-06-22 02:00:00,C002,4,2907,1945,962,0.0035,100.0,0.0,0.0,0.0,7514.5,7903.1,7923.02,7380.25,154.8,1,1,3,0.0,0.0,25.0,0.0,140,726.75,0.4946,0.0009,0.0009,14.553
2026-06-22 02:00:00,C003,3,2287,1781,506,0.0027,66.6667,33.3333,0.0,33.3333,6456.0,6705.3,6727.46,3295.1,130.3,1,2,3,0.0,0.0,0.0,0.0,66,762.3333,0.2841,0.0009,0.0014,13.0435
2026-06-22 02:00:00,C004,4,2009,1418,591,0.0024,100.0,0.0,0.0,0.0,6464.0,6496.05,6500.01,5750.25,77.65,1,3,2,0.0,0.0,0.0,0.0,72,502.25,0.4168,0.0006,0.0006,12.1827
2026-06-22 02:00:00,C005,3,1808,1138,670,0.0022,66.6667,33.3333,0.0,0.0,6877.0,7615.9,7681.58,6618.8,221.6,1,3,2,0.0,0.0,0.0,0.0,139,602.6667,0.5888,0.0007,0.0011,20.7463
2026-06-22 02:00:00,C006,1,482,262,220,0.0006,100.0,0.0,0.0,0.0,6637.0,6637.0,6637.0,3415.0,38.0,1,1,1,0.0,0.0,0.0,0.0,47,482.0,0.8397,0.0006,0.0006,21.3636
2026-06-22 02:00:00,C008,1,683,244,439,0.0008,100.0,0.0,0.0,0.0,8495.0,8495.0,8495.0,6446.0,98.0,1,1,1,0.0,100.0,0.0,0.0,49,683.0,1.7992,0.0008,0.0008,11.1617
2026-06-22 02:00:00,C009,1,1137,935,202,0.0014,100.0,0.0,0.0,0.0,6692.0,6692.0,6692.0,6012.0,177.0,1,1,1,0.0,0.0,0.0,0.0,28,1137.0,0.216,0.0014,0.0014,13.8614
2026-06-22 02:00:00,C010,1,768,697,71,0.0009,100.0,0.0,0.0,0.0,6228.0,6228.0,6228.0,4047.0,162.0,1,1,1,0.0,0.0,0.0,0.0,10,768.0,0.1019,0.0009,0.0009,14.0845
2026-06-22 03:00:00,C001,2,808,483,325,0.001,100.0,0.0,0.0,0.0,7435.0,7435.0,7435.0,7065.2,62.55,1,2,2,0.0,50.0,50.0,0.0,78,404.0,0.6729,0.0005,0.0005,24.0
2026-06-22 03:00:00,C002,2,1609,936,673,0.0019,100.0,0.0,0.0,0.0,7224.0,7477.8,7500.36,4029.75,68.8,1,2,2,0.0,0.0,0.0,0.0,154,804.5,0.719,0.001,0.001,22.8826
2026-06-22 03:00:00,C003,4,3093,2455,638,0.0037,100.0,0.0,0.0,0.0,6726.0,7193.45,7197.89,6270.0,139.1,1,2,3,0.0,0.0,0.0,0.0,60,773.25,0.2599,0.0009,0.0009,9.4044
2026-06-22 03:00:00,C004,2,2324,1394,930,0.0028,100.0,0.0,0.0,0.0,7144.5,8035.95,8115.19,1313.2,56.55,1,2,2,50.0,0.0,50.0,0.0,254,1162.0,0.6671,0.0014,0.0014,27.3118
2026-06-22 03:00:00,C005,2,700,476,224,0.0008,100.0,0.0,0.0,0.0,6186.0,6341.7,6355.54,3973.85,60.35,1,1,2,0.0,0.0,0.0,0.0,56,350.0,0.4706,0.0004,0.0004,25.0
2026-06-22 03:00:00,C006,1,606,410,196,0.0015,100.0,0.0,0.0,0.0,1438.0,1438.0,1438.0,397.0,25.0,1,1,1,0.0,0.0,0.0,0.0,20,606.0,0.478,0.0015,0.0015,10.2041
2026-06-22 03:00:00,C009,1,630,460,170,0.0008,100.0,0.0,0.0,0.0,7964.0,7964.0,7964.0,7514.0,140.0,1,1,1,0.0,0.0,0.0,0.0,25,630.0,0.3696,0.0008,0.0008,14.7059
2026-06-22 04:00:00,C001,6,4290,3184,1106,0.0051,83.3333,16.6667,0.0,16.6667,6521.5,7417.0,7570.6,6097.25,142.25,1,3,3,0.0,0.0,0.0,0.0,230,715.0,0.3474,0.0009,0.001,20.7957
2026-06-22 04:00:00,C002,3,1767,1328,439,0.0024,100.0,0.0,0.0,0.0,6649.0,9295.0,9530.2,8564.5,100.6,1,2,2,0.0,0.0,33.3333,0.0,59,589.0,0.3306,0.0008,0.0008,13.4396
2026-06-22 04:00:00,C003,1,535,470,65,0.0006,100.0,0.0,0.0,0.0,6186.0,6186.0,6186.0,3987.0,147.0,1,1,1,0.0,0.0,0.0,0.0,17,535.0,0.1383,0.0006,0.0006,26.1538
2026-06-22 04:00:00,C004,1,426,258,168,0.0005,100.0,0.0,0.0,0.0,6278.0,6278.0,6278.0,4769.0,122.0,1,1,1,0.0,0.0,0.0,0.0,15,426.0,0.6512,0.0005,0.0005,8.9286
2026-06-22 04:00:00,C005,2,686,538,148,0.0008,100.0,0.0,0.0,0.0,6846.5,7639.85,7710.37,7080.8,128.95,1,1,2,0.0,0.0,50.0,0.0,13,343.0,0.2751,0.0004,0.0004,8.7838
2026-06-22 04:00:00,C006,2,2066,1696,370,0.0025,100.0,0.0,0.0,0.0,7941.0,9341.4,9465.88,8580.2,103.95,1,1,2,0.0,0.0,0.0,0.0,37,1033.0,0.2182,0.0012,0.0012,10.0
2026-06-22 04:00:00,C007,1,350,229,121,0.0004,100.0,0.0,0.0,0.0,6213.0,6213.0,6213.0,5048.0,89.0,1,1,1,0.0,0.0,100.0,0.0,31,350.0,0.5284,0.0004,0.0004,25.6198
2026-06-22 04:00:00,C008,2,838,649,189,0.001,100.0,0.0,0.0,0.0,6865.5,7523.85,7582.37,6884.05,54.4,1,1,2,0.0,0.0,50.0,0.0,25,419.0,0.2912,0.0005,0.0005,13.2275
2026-06-22 04:00:00,C009,1,1712,1636,76,0.0021,100.0,0.0,0.0,0.0,6585.0,6585.0,6585.0,5970.0,133.0,1,1,1,0.0,0.0,100.0,0.0,14,1712.0,0.0465,0.0021,0.0021,18.4211
2026-06-22 04:00:00,C010,2,1484,1096,388,0.0018,50.0,50.0,0.0,0.0,6325.5,6386.25,6391.65,5484.35,155.1,1,2,2,50.0,50.0,100.0,0.0,53,742.0,0.354,0.0009,0.0018,13.6598
2026-06-22 05:00:00,C001,7,5819,3343,2476,0.007,100.0,0.0,0.0,0.0,8009.0,10375.7,10450.34,9118.2,115.8,1,3,5,0.0,0.0,0.0,0.0,431,831.2857,0.7407,0.001,0.001,17.4071
2026-06-22 05:00:00,C002,2,740,519,221,0.0012,100.0,0.0,0.0,0.0,3815.0,6220.7,6434.54,5726.05,30.1,1,2,2,0.0,0.0,0.0,0.0,45,370.0,0.4258,0.0006,0.0006,20.362
2026-06-22 05:00:00,C003,3,2310,1521,789,0.0028,100.0,0.0,0.0,0.0,7039.0,7769.8,7834.76,4727.1,102.0,1,2,2,0.0,0.0,0.0,0.0,110,770.0,0.5187,0.0009,0.0009,13.9417
2026-06-22 05:00:00,C004,2,1178,928,250,0.0024,100.0,0.0,0.0,0.0,3546.5,5910.35,6120.47,4280.4,56.0,1,1,2,0.0,0.0,0.0,0.0,43,589.0,0.2694,0.0012,0.0012,17.2
2026-06-22 05:00:00,C005,2,1235,726,509,0.0015,100.0,0.0,0.0,0.0,7080.0,7590.3,7635.66,6421.65,75.1,1,1,1,0.0,0.0,50.0,0.0,80,617.5,0.7011,0.0007,0.0007,15.7171
2026-06-22 05:00:00,C006,2,989,695,294,0.0012,100.0,0.0,0.0,0.0,7636.0,7825.0,7841.8,7088.95,94.6,1,1,2,0.0,0.0,50.0,0.0,35,494.5,0.423,0.0006,0.0006,11.9048
2026-06-22 05:00:00,C008,3,2714,1810,904,0.0033,100.0,0.0,0.0,0.0,6728.0,11015.6,11396.72,9333.6,134.5,1,2,1,0.0,0.0,0.0,0.0,149,904.6667,0.4994,0.0011,0.0011,16.4823
2026-06-22 05:00:00,C009,2,1418,1178,240,0.0017,100.0,0.0,0.0,0.0,6355.5,6471.15,6481.43,5921.65,88.55,1,1,1,0.0,0.0,50.0,0.0,42,709.0,0.2037,0.0009,0.0009,17.5
2026-06-22 06:00:00,C001,9,5057,2927,2130,0.0061,100.0,0.0,0.0,0.0,6621.0,7135.0,7344.6,5477.2,112.2,1,2,4,0.0,0.0,22.2222,0.0,307,561.8889,0.7277,0.0007,0.0007,14.4131
2026-06-22 06:00:00,C002,9,6307,4324,1983,0.0088,100.0,0.0,0.0,0.0,6548.0,7715.4,7838.28,6710.4,127.0,1,3,4,0.0,11.1111,44.4444,0.0,339,700.7778,0.4586,0.001,0.001,17.0953
2026-06-22 06:00:00,C003,9,5710,4126,1584,0.007,88.8889,11.1111,0.0,0.0,6395.0,10312.8,11016.16,9484.2,85.6,1,3,4,0.0,22.2222,33.3333,0.0,268,634.4444,0.3839,0.0008,0.0009,16.9192
2026-06-22 06:00:00,C004,11,9119,5878,3241,0.0109,90.9091,9.0909,0.0,9.0909,6886.0,10529.0,11523.4,9033.0,143.5,1,2,4,0.0,0.0,0.0,0.0,439,829.0,0.5514,0.001,0.0011,13.5452
2026-06-22 06:00:00,C005,5,4147,3210,937,0.005,100.0,0.0,0.0,0.0,6700.0,9929.8,10397.96,9261.8,150.0,1,3,4,0.0,0.0,60.0,0.0,129,829.4,0.2919,0.001,0.001,13.7673
2026-06-22 06:00:00,C006,3,2424,1872,552,0.0029,100.0,0.0,0.0,0.0,7225.0,7712.8,7756.16,7033.0,108.1,1,2,2,0.0,0.0,0.0,0.0,114,808.0,0.2949,0.001,0.001,20.6522
2026-06-22 06:00:00,C007,3,2522,2052,470,0.003,100.0,0.0,0.0,0.0,6560.0,6713.9,6727.58,5203.6,74.5,1,2,2,0.0,0.0,0.0,0.0,55,840.6667,0.229,0.001,0.001,11.7021
2026-06-22 06:00:00,C008,2,1902,905,997,0.0023,100.0,0.0,0.0,0.0,9471.5,9707.75,9728.75,8671.4,33.05,1,2,2,0.0,0.0,0.0,0.0,187,951.0,1.1017,0.0011,0.0011,18.7563
2026-06-22 06:00:00,C009,6,3824,2517,1307,0.0046,100.0,0.0,0.0,0.0,6370.0,7708.75,7716.95,6715.0,132.25,1,3,2,0.0,0.0,0.0,0.0,270,637.3333,0.5193,0.0008,0.0008,20.658
2026-06-22 06:00:00,C010,2,1669,1297,372,0.002,100.0,0.0,0.0,0.0,6407.0,6587.9,6603.98,479.9,71.3,1,2,2,50.0,0.0,0.0,0.0,65,834.5,0.2868,0.001,0.001,17.4731
2026-06-22 07:00:00,C001,11,7245,5289,1956,0.0087,100.0,0.0,0.0,0.0,7059.0,8722.5,9440.5,7983.5,190.0,1,3,4,0.0,0.0,27.2727,0.0,319,658.6364,0.3698,0.0008,0.0008,16.3088
2026-06-22 07:00:00,C002,11,6358,4416,1942,0.0076,100.0,0.0,0.0,0.0,6402.0,7777.5,8146.7,6467.0,221.5,1,3,4,9.0909,0.0,9.0909,0.0,334,578.0,0.4398,0.0007,0.0007,17.1988
2026-06-22 07:00:00,C003,10,5034,3716,1318,0.0063,100.0,0.0,0.0,0.0,6486.0,8074.75,8141.35,7365.3,114.75,1,3,4,10.0,10.0,10.0,0.0,177,503.4,0.3547,0.0006,0.0006,13.4294
2026-06-22 07:00:00,C004,7,5186,3715,1471,0.0062,85.7143,14.2857,14.2857,0.0,6662.0,9316.5,9848.1,8552.0,150.1,1,3,5,0.0,0.0,0.0,0.0,193,740.8571,0.396,0.0009,0.001,13.1203
2026-06-22 07:00:00,C005,2,684,511,173,0.0008,100.0,0.0,0.0,0.0,6866.0,7273.7,7309.94,6650.5,158.2,1,1,1,0.0,50.0,0.0,0.0,28,342.0,0.3386,0.0004,0.0004,16.185
2026-06-22 07:00:00,C006,5,3812,2898,914,0.0046,100.0,0.0,0.0,0.0,6456.0,7175.4,7262.28,5803.8,92.0,1,2,3,0.0,0.0,0.0,0.0,170,762.4,0.3154,0.0009,0.0009,18.5996
2026-06-22 07:00:00,C007,5,3151,2235,916,0.0042,100.0,0.0,0.0,0.0,6388.0,7516.2,7681.64,6398.8,74.8,1,3,3,0.0,0.0,0.0,0.0,155,630.2,0.4098,0.0008,0.0008,16.9214
2026-06-22 07:00:00,C008,3,1899,1145,754,0.0023,100.0,0.0,0.0,0.0,6924.0,8422.5,8555.7,7151.7,263.4,1,3,3,0.0,0.0,0.0,0.0,111,633.0,0.6585,0.0008,0.0008,14.7215
2026-06-22 07:00:00,C010,3,1966,1338,628,0.0024,100.0,0.0,0.0,0.0,7318.0,7352.2,7355.24,6977.3,101.2,1,2,2,0.0,0.0,0.0,0.0,114,655.3333,0.4694,0.0008,0.0008,18.1529
2026-06-22 08:00:00,C001,12,6687,4667,2020,0.0097,100.0,0.0,0.0,0.0,6437.0,7867.25,7992.65,7103.2,210.65,1,3,5,0.0,8.3333,16.6667,0.0,301,557.25,0.4328,0.0008,0.0008,14.901
2026-06-22 08:00:00,C002,12,5537,3362,2175,0.0068,100.0,0.0,0.0,0.0,6883.5,9171.85,9538.37,8612.05,173.0,1,3,3,0.0,0.0,16.6667,8.3333,399,461.4167,0.6469,0.0006,0.0006,18.3448
2026-06-22 08:00:00,C003,3,1567,1103,464,0.0019,100.0,0.0,0.0,0.0,6536.0,6725.9,6742.78,5939.7,143.5,1,2,2,0.0,0.0,0.0,0.0,95,522.3333,0.4207,0.0006,0.0006,20.4741
2026-06-22 08:00:00,C004,3,2552,1972,580,0.0031,100.0,0.0,0.0,0.0,7124.0,7952.0,8025.6,7476.0,72.2,1,3,2,0.0,0.0,0.0,0.0,102,850.6667,0.2941,0.001,0.001,17.5862
2026-06-22 08:00:00,C005,8,5072,3781,1291,0.0061,100.0,0.0,0.0,0.0,7275.0,10365.05,10375.41,10088.95,86.55,1,2,4,12.5,12.5,12.5,0.0,220,634.0,0.3414,0.0008,0.0008,17.0411
2026-06-22 08:00:00,C006,7,5494,4107,1387,0.0066,100.0,0.0,0.0,0.0,6437.0,7487.5,7709.5,6264.4,114.5,1,3,4,0.0,0.0,14.2857,0.0,277,784.8571,0.3377,0.0009,0.0009,19.9712
2026-06-22 08:00:00,C007,1,260,148,112,0.0003,100.0,0.0,0.0,0.0,6196.0,6196.0,6196.0,4621.0,124.0,1,1,1,0.0,0.0,0.0,0.0,16,260.0,0.7568,0.0003,0.0003,14.2857
2026-06-22 08:00:00,C008,4,2988,2166,822,0.0036,100.0,0.0,0.0,0.0,6310.5,6670.8,6719.76,5341.2,94.95,1,2,3,0.0,0.0,50.0,0.0,137,747.0,0.3795,0.0009,0.0009,16.6667
2026-06-22 08:00:00,C009,4,2098,1708,390,0.0025,100.0,0.0,0.0,0.0,6397.0,9539.1,9979.02,9118.8,124.9,1,2,2,0.0,25.0,0.0,0.0,47,524.5,0.2283,0.0006,0.0006,12.0513
2026-06-22 08:00:00,C010,1,538,377,161,0.0006,100.0,0.0,0.0,0.0,8962.0,8962.0,8962.0,8629.0,138.0,1,1,1,0.0,0.0,0.0,0.0,32,538.0,0.4271,0.0006,0.0006,19.8758
2026-06-22 09:00:00,C001,16,10659,6943,3716,0.0137,93.75,6.25,6.25,0.0,6558.0,8671.0,9290.2,7635.25,149.5,1,3,4,0.0,6.25,6.25,0.0,596,666.1875,0.5352,0.0009,0.0009,16.0388
2026-06-22 09:00:00,C002,16,11086,7687,3399,0.0139,100.0,0.0,0.0,0.0,6532.5,8335.5,9877.5,7383.25,153.5,1,3,5,0.0,0.0,18.75,0.0,415,692.875,0.4422,0.0009,0.0009,12.2095
2026-06-22 09:00:00,C003,9,4971,3675,1296,0.0067,100.0,0.0,0.0,0.0,6681.0,7993.6,8137.92,7322.2,221.2,1,3,2,11.1111,0.0,11.1111,0.0,208,552.3333,0.3527,0.0007,0.0007,16.0494
2026-06-22 09:00:00,C004,14,8823,6254,2569,0.0108,100.0,0.0,0.0,0.0,6379.0,8016.45,8134.49,7051.0,137.3,1,3,3,0.0,7.1429,35.7143,0.0,438,630.2143,0.4108,0.0008,0.0008,17.0494
2026-06-22 09:00:00,C005,9,4075,2457,1618,0.0049,100.0,0.0,0.0,0.0,6708.0,9479.2,9718.24,8878.4,133.2,1,3,2,0.0,0.0,33.3333,0.0,171,452.7778,0.6585,0.0005,0.0005,10.5686
2026-06-22 09:00:00,C006,5,2196,1649,547,0.0026,100.0,0.0,0.0,0.0,6151.0,6338.0,6371.6,5010.0,132.2,1,2,3,0.0,0.0,0.0,0.0,68,439.2,0.3317,0.0005,0.0005,12.4314
2026-06-22 09:00:00,C007,11,10473,8003,2470,0.0128,90.9091,9.0909,9.0909,0.0,6412.0,8347.5,9565.5,6686.0,98.0,1,3,4,0.0,0.0,9.0909,0.0,324,952.0909,0.3086,0.0012,0.0013,13.1174
2026-06-22 09:00:00,C008,11,10762,8333,2429,0.0143,100.0,0.0,0.0,0.0,6805.0,9062.0,9310.0,8630.5,131.5,1,3,3,0.0,0.0,27.2727,0.0,328,978.3636,0.2915,0.0013,0.0013,13.5035
2026-06-22 09:00:00,C009,7,5506,4424,1082,0.0066,100.0,0.0,0.0,0.0,6264.0,7560.3,7740.06,6725.9,162.4,1,3,2,0.0,0.0,42.8571,0.0,166,786.5714,0.2446,0.0009,0.0009,15.342
2026-06-22 09:00:00,C010,3,2009,1328,681,0.0024,100.0,0.0,0.0,0.0,6902.0,7061.3,7075.46,5896.0,132.6,1,3,3,0.0,0.0,0.0,0.0,169,669.6667,0.5128,0.0008,0.0008,24.8164
2026-06-22 10:00:00,C001,18,11957,7683,4274,0.0145,100.0,0.0,0.0,0.0,6919.5,8799.2,10287.04,7604.35,119.95,1,3,4,0.0,5.5556,22.2222,0.0,680,664.2778,0.5563,0.0008,0.0008,15.9102
2026-06-22 10:00:00,C002,14,8400,5959,2441,0.0101,100.0,0.0,0.0,0.0,6935.5,9222.95,9325.39,8730.6,308.55,1,3,3,0.0,7.1429,14.2857,0.0,433,600.0,0.4096,0.0007,0.0007,17.7386
2026-06-22 10:00:00,C003,13,7124,4279,2845,0.0094,92.3077,7.6923,0.0,0.0,6885.0,9512.2,10332.04,9187.6,94.0,1,3,4,7.6923,7.6923,23.0769,7.6923,434,548.0,0.6649,0.0007,0.0008,15.2548
2026-06-22 10:00:00,C004,20,12394,8803,3591,0.015,95.0,5.0,0.0,5.0,6652.0,10213.3,10278.66,9658.3,141.95,1,3,4,0.0,20.0,15.0,0.0,604,619.7,0.4079,0.0008,0.0008,16.8198
2026-06-22 10:00:00,C005,8,5628,4637,991,0.0077,100.0,0.0,0.0,0.0,6220.5,7390.4,7529.28,6830.4,122.6,1,3,3,12.5,0.0,62.5,0.0,161,703.5,0.2137,0.001,0.001,16.2462
2026-06-22 10:00:00,C006,9,5968,3380,2588,0.0079,88.8889,11.1111,0.0,0.0,6610.0,7695.0,7810.2,7180.4,141.2,1,3,3,0.0,0.0,11.1111,0.0,583,663.1111,0.7657,0.0009,0.001,22.527
2026-06-22 10:00:00,C007,10,6379,4484,1895,0.0077,90.0,10.0,0.0,10.0,6478.0,10126.6,11671.72,8758.25,108.3,1,3,3,0.0,0.0,10.0,0.0,293,637.9,0.4226,0.0008,0.0009,15.4617
2026-06-22 10:00:00,C008,6,4579,3551,1028,0.0055,83.3333,16.6667,16.6667,0.0,7636.0,10008.25,10524.85,9324.25,162.75,1,3,4,0.0,0.0,16.6667,0.0,142,763.1667,0.2895,0.0009,0.0011,13.8132
2026-06-22 10:00:00,C009,4,2166,1331,835,0.0028,100.0,0.0,0.0,0.0,6824.0,7565.75,7622.75,6321.35,113.7,1,2,3,0.0,0.0,25.0,0.0,129,541.5,0.6273,0.0007,0.0007,15.4491
2026-06-22 10:00:00,C010,5,5590,4642,948,0.0067,100.0,0.0,0.0,0.0,6624.0,7493.8,7653.16,7089.2,234.6,1,2,3,0.0,0.0,40.0,0.0,229,1118.0,0.2042,0.0013,0.0013,24.1561
2026-06-22 11:00:00,C001,22,10128,6446,3682,0.013,95.4545,4.5455,0.0,0.0,6385.5,8852.35,9496.49,7483.35,143.5,1,3,3,0.0,0.0,4.5455,0.0,613,460.3636,0.5712,0.0006,0.0006,16.6486
2026-06-22 11:00:00,C002,18,10258,7279,2979,0.0138,100.0,0.0,0.0,0.0,6316.0,7698.9,7757.38,6623.45,149.25,1,3,5,0.0,0.0,16.6667,5.5556,476,569.8889,0.4093,0.0008,0.0008,15.9785
2026-06-22 11:00:00,C003,18,10332,6812,3520,0.0131,100.0,0.0,0.0,0.0,6674.0,8966.75,10438.95,8369.65,125.15,1,3,4,0.0,0.0,11.1111,0.0,437,574.0,0.5167,0.0007,0.0007,12.4148
2026-06-22 11:00:00,C004,10,6610,4303,2307,0.0079,90.0,10.0,10.0,0.0,7007.0,7814.05,7933.21,6963.3,105.05,1,3,4,0.0,10.0,10.0,0.0,328,661.0,0.5361,0.0008,0.0009,14.2176
2026-06-22 11:00:00,C005,12,9623,6105,3518,0.0115,100.0,0.0,0.0,0.0,7020.0,9736.25,10160.85,8456.25,173.25,1,3,5,0.0,8.3333,8.3333,0.0,749,801.9167,0.5762,0.001,0.001,21.2905
2026-06-22 11:00:00,C006,11,8713,6503,2210,0.0114,90.9091,9.0909,0.0,0.0,6372.0,9487.0,10422.2,7859.0,170.5,1,3,3,0.0,9.0909,18.1818,0.0,351,792.0909,0.3398,0.001,0.0011,15.8824
2026-06-22 11:00:00,C007,9,5315,4056,1259,0.0078,88.8889,11.1111,0.0,11.1111,6450.0,7369.8,7650.76,6866.6,144.2,1,3,3,0.0,0.0,11.1111,0.0,242,590.5556,0.3104,0.0009,0.001,19.2216
2026-06-22 11:00:00,C008,4,3630,2627,1003,0.0044,100.0,0.0,0.0,0.0,6791.0,8656.85,8892.17,8103.3,88.25,1,2,2,0.0,0.0,0.0,0.0,164,907.5,0.3818,0.0011,0.0011,16.3509
2026-06-22 11:00:00,C009,2,1661,1452,209,0.002,100.0,0.0,0.0,0.0,6167.5,6245.35,6252.27,5206.2,97.1,1,1,1,0.0,0.0,0.0,0.0,21,830.5,0.1439,0.001,0.001,10.0478
2026-06-22 11:00:00,C010,5,4057,3351,706,0.0049,100.0,0.0,0.0,0.0,6320.0,7118.6,7255.72,6223.8,165.2,1,3,3,0.0,0.0,40.0,0.0,112,811.4,0.2107,0.001,0.001,15.864
2026-06-22 12:00:00,C001,21,11221,6970,4251,0.0152,100.0,0.0,0.0,0.0,6419.0,7703.0,8827.8,6859.0,140.0,1,3,4,0.0,0.0,23.8095,0.0,716,534.3333,0.6099,0.0007,0.0007,16.8431
2026-06-22 12:00:00,C002,13,8001,5337,2664,0.01,92.3077,7.6923,0.0,0.0,6864.0,8902.0,9022.0,8464.6,140.4,1,3,5,0.0,0.0,7.6923,0.0,449,615.4615,0.4992,0.0008,0.0008,16.8544
2026-06-22 12:00:00,C003,15,5607,3466,2141,0.0067,100.0,0.0,0.0,0.0,6395.0,7455.0,7561.4,7143.8,271.0,1,3,4,0.0,0.0,26.6667,0.0,279,373.8,0.6177,0.0004,0.0004,13.0313
