hour,model_id,request_count,total_tokens,input_tokens,output_tokens,estimated_cost,success_rate,error_rate,rate_limit_rate,server_error_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,p95_first_token_latency_ms,queue_p95_ms,active_customers,active_keys,distinct_ips,safety_hit_rate,retry_rate,cache_hit_rate,fallback_rate,reasoning_tokens,tokens_per_request,output_input_ratio,cost_per_request,cost_per_success,reasoning_token_share
2026-06-01 05:00:00,deepseek-chat,6,3878,2560,1318,0.0047,100.0,0.0,0.0,0.0,1652.5,2615.5,2837.5,469.5,88.5,6,6,6,0.0,0.0,0.0,0.0,175,646.3333,0.5148,0.0008,0.0008,13.2777
2026-06-01 05:00:00,gpt-4.1-mini,10,5687,3654,2033,0.0136,100.0,0.0,0.0,0.0,2099.5,2561.8,2675.56,639.65,138.65,8,9,8,0.0,20.0,0.0,0.0,266,568.7,0.5564,0.0014,0.0014,13.0841
2026-06-01 05:00:00,qwen-plus,7,4325,3131,1194,0.0069,85.7143,14.2857,0.0,0.0,1928.0,2078.1,2102.82,471.4,105.5,3,4,6,0.0,0.0,14.2857,0.0,0,617.8571,0.3813,0.001,0.0012,0.0
2026-06-01 06:00:00,deepseek-chat,10,6860,4177,2683,0.0082,90.0,10.0,0.0,0.0,1811.0,3455.5,4258.3,502.4,146.0,7,10,8,0.0,10.0,10.0,10.0,395,686.0,0.6423,0.0008,0.0009,14.7223
2026-06-01 06:00:00,gpt-4.1-mini,27,18359,12968,5391,0.0441,96.2963,3.7037,0.0,0.0,2077.0,2473.2,2857.58,692.5,183.6,9,16,20,0.0,11.1111,22.2222,0.0,886,679.963,0.4157,0.0016,0.0017,16.4348
2026-06-01 06:00:00,qwen-plus,22,14174,10504,3670,0.0227,95.4545,4.5455,0.0,0.0,1743.0,2454.05,2524.73,553.55,145.75,9,15,16,4.5455,4.5455,13.6364,0.0,0,644.2727,0.3494,0.001,0.0011,0.0
2026-06-01 07:00:00,deepseek-chat,14,9138,6410,2728,0.011,100.0,0.0,0.0,0.0,1679.0,2407.8,2505.56,482.75,175.05,6,9,10,7.1429,0.0,21.4286,0.0,349,652.7143,0.4256,0.0008,0.0008,12.7933
2026-06-01 07:00:00,gpt-4.1-mini,25,17010,12266,4744,0.0408,88.0,12.0,8.0,4.0,1995.0,2858.8,3146.12,659.6,172.8,8,16,21,0.0,0.0,12.0,0.0,831,680.4,0.3868,0.0016,0.0019,17.5169
2026-06-01 07:00:00,qwen-plus,18,12059,8414,3645,0.0193,88.8889,11.1111,5.5556,5.5556,1817.5,2369.55,2789.11,514.35,157.75,8,14,15,0.0,5.5556,5.5556,0.0,0,669.9444,0.4332,0.0011,0.0012,0.0
2026-06-01 08:00:00,deepseek-chat,8,4632,2502,2130,0.0056,100.0,0.0,0.0,0.0,2021.5,2642.4,2680.48,402.45,130.05,5,6,7,0.0,0.0,25.0,0.0,417,579.0,0.8513,0.0007,0.0007,19.5775
2026-06-01 08:00:00,gpt-4.1-mini,29,18207,13463,4744,0.0437,93.1034,6.8966,0.0,3.4483,1938.0,2263.8,2322.44,560.8,127.8,10,18,20,0.0,10.3448,24.1379,0.0,724,627.8276,0.3524,0.0015,0.0016,15.2614
2026-06-01 08:00:00,qwen-plus,18,11475,7984,3491,0.0184,94.4444,5.5556,0.0,0.0,1693.5,2692.15,2801.63,709.1,146.15,7,12,11,0.0,0.0,33.3333,0.0,0,637.5,0.4372,0.001,0.0011,0.0
2026-06-01 09:00:00,deepseek-chat,23,17150,11601,5549,0.0206,91.3043,8.6957,0.0,0.0,1575.0,3414.5,4311.04,470.6,139.9,9,15,16,0.0,4.3478,8.6957,0.0,872,745.6522,0.4783,0.0009,0.001,15.7145
2026-06-01 09:00:00,gpt-4.1-mini,46,30251,20417,9834,0.0726,93.4783,6.5217,2.1739,4.3478,1990.5,2993.5,3612.0,608.0,176.25,10,25,25,2.1739,0.0,23.913,0.0,1719,657.6304,0.4817,0.0016,0.0017,17.4802
2026-06-01 09:00:00,qwen-plus,32,22936,16571,6365,0.0367,90.625,9.375,3.125,6.25,1902.5,2412.8,2617.09,572.6,169.75,10,22,18,3.125,6.25,21.875,0.0,0,716.75,0.3841,0.0011,0.0013,0.0
2026-06-01 10:00:00,deepseek-chat,31,19830,11952,7878,0.0238,96.7742,3.2258,3.2258,0.0,1849.0,2848.5,3072.8,525.5,151.5,10,18,17,0.0,0.0,16.129,3.2258,1172,639.6774,0.6591,0.0008,0.0008,14.8769
2026-06-01 10:00:00,gpt-4.1-mini,37,25970,19383,6587,0.0623,91.8919,8.1081,5.4054,2.7027,1943.0,2700.0,2725.44,594.8,150.6,9,20,19,0.0,2.7027,16.2162,0.0,1018,701.8919,0.3398,0.0017,0.0018,15.4547
2026-06-01 10:00:00,qwen-plus,39,29464,20039,9425,0.0471,97.4359,2.5641,0.0,2.5641,1874.0,2806.3,4386.28,538.4,143.8,10,21,25,2.5641,2.5641,15.3846,2.5641,0,755.4872,0.4703,0.0012,0.0012,0.0
2026-06-01 11:00:00,deepseek-chat,34,18665,13395,5270,0.0224,97.0588,2.9412,0.0,2.9412,1570.0,2203.35,2383.83,509.95,176.7,7,19,21,0.0,0.0,8.8235,5.8824,946,548.9706,0.3934,0.0007,0.0007,17.9507
2026-06-01 11:00:00,gpt-4.1-mini,45,27139,19164,7975,0.0651,95.5556,4.4444,0.0,4.4444,1928.0,2622.0,2704.56,622.6,171.2,9,23,22,0.0,6.6667,11.1111,0.0,1312,603.0889,0.4161,0.0014,0.0015,16.4514
2026-06-01 11:00:00,qwen-plus,32,22699,16800,5899,0.0363,93.75,6.25,0.0,6.25,1765.5,2504.9,2659.55,616.6,161.25,10,17,21,0.0,3.125,15.625,0.0,0,709.3438,0.3511,0.0011,0.0012,0.0
2026-06-01 12:00:00,deepseek-chat,20,12715,9315,3400,0.0153,90.0,10.0,0.0,5.0,1613.0,2490.75,2654.15,603.65,159.8,9,14,15,0.0,15.0,40.0,5.0,497,635.75,0.365,0.0008,0.0008,14.6176
2026-06-01 12:00:00,gpt-4.1-mini,52,37348,26986,10362,0.0896,96.1538,3.8462,0.0,1.9231,1986.5,2899.75,3343.32,685.7,170.8,10,25,28,0.0,5.7692,21.1538,0.0,1638,718.2308,0.384,0.0017,0.0018,15.8078
2026-06-01 12:00:00,qwen-plus,31,22029,15393,6636,0.0352,96.7742,3.2258,0.0,0.0,1762.0,2615.5,2667.9,528.5,119.0,8,20,19,0.0,3.2258,25.8065,0.0,0,710.6129,0.4311,0.0011,0.0012,0.0
2026-06-01 13:00:00,deepseek-chat,38,27818,19519,8299,0.0334,97.3684,2.6316,2.6316,0.0,1674.0,3008.4,3262.65,510.6,154.15,10,20,24,0.0,5.2632,15.7895,0.0,1432,732.0526,0.4252,0.0009,0.0009,17.2551
2026-06-01 13:00:00,gpt-4.1-mini,46,26808,18386,8422,0.0643,93.4783,6.5217,0.0,0.0,1969.0,2628.75,2954.4,711.75,161.5,10,20,23,4.3478,0.0,15.2174,0.0,1345,582.7826,0.4581,0.0014,0.0015,15.9701
2026-06-01 13:00:00,qwen-plus,30,19054,13168,5886,0.0305,100.0,0.0,0.0,0.0,1819.0,2263.75,2655.1,635.25,143.85,10,20,18,0.0,6.6667,13.3333,6.6667,0,635.1333,0.447,0.001,0.001,0.0
2026-06-01 14:00:00,deepseek-chat,30,20723,14811,5912,0.0249,96.6667,3.3333,0.0,0.0,1653.5,2284.15,2368.37,511.7,144.45,9,19,17,0.0,3.3333,13.3333,0.0,931,690.7667,0.3992,0.0008,0.0009,15.7476
2026-06-01 14:00:00,gpt-4.1-mini,54,31813,21831,9982,0.0764,92.5926,7.4074,0.0,1.8519,1952.0,2719.1,2963.07,599.7,132.7,9,24,26,0.0,3.7037,11.1111,0.0,1753,589.1296,0.4572,0.0014,0.0015,17.5616
2026-06-01 14:00:00,qwen-plus,32,21271,14318,6953,0.034,93.75,6.25,0.0,3.125,1865.5,2868.7,2942.22,577.25,179.0,9,20,19,0.0,0.0,12.5,0.0,0,664.7188,0.4856,0.0011,0.0011,0.0
2026-06-01 15:00:00,deepseek-chat,25,14192,9870,4322,0.017,100.0,0.0,0.0,0.0,1653.0,2122.6,2432.76,600.8,209.0,8,15,18,0.0,4.0,24.0,0.0,727,567.68,0.4379,0.0007,0.0007,16.8209
2026-06-01 15:00:00,gpt-4.1-mini,41,27314,19150,8164,0.0656,95.122,4.878,0.0,0.0,2064.0,2697.0,2927.4,640.0,126.0,10,24,24,2.439,0.0,24.3902,0.0,1342,666.1951,0.4263,0.0016,0.0017,16.438
2026-06-01 15:00:00,qwen-plus,44,28261,20053,8208,0.0452,95.4545,4.5455,0.0,4.5455,1819.5,2469.0,3153.76,586.8,132.6,9,21,23,4.5455,11.3636,27.2727,0.0,0,642.2955,0.4093,0.001,0.0011,0.0
2026-06-01 16:00:00,deepseek-chat,31,21369,14912,6457,0.0256,93.5484,6.4516,0.0,3.2258,1788.0,2529.5,2818.5,477.0,141.5,8,17,19,3.2258,6.4516,19.3548,3.2258,1067,689.3226,0.433,0.0008,0.0009,16.5247
2026-06-01 16:00:00,gpt-4.1-mini,47,31847,23187,8660,0.0764,95.7447,4.2553,0.0,2.1277,1889.0,2733.0,3130.88,621.5,131.9,10,24,24,2.1277,8.5106,14.8936,0.0,1554,677.5957,0.3735,0.0016,0.0017,17.9446
2026-06-01 16:00:00,qwen-plus,28,19790,14245,5545,0.0317,96.4286,3.5714,0.0,0.0,1765.5,2291.6,4163.39,565.15,164.15,9,15,14,3.5714,0.0,17.8571,3.5714,0,706.7857,0.3893,0.0011,0.0012,0.0
2026-06-01 17:00:00,deepseek-chat,30,20084,13022,7062,0.0241,96.6667,3.3333,0.0,0.0,1660.0,2872.25,3391.39,526.3,172.25,8,14,19,0.0,13.3333,26.6667,3.3333,1128,669.4667,0.5423,0.0008,0.0008,15.9728
2026-06-01 17:00:00,gpt-4.1-mini,43,29918,21433,8485,0.0718,97.6744,2.3256,0.0,0.0,1983.0,2710.2,3082.94,679.5,171.4,9,22,27,2.3256,9.3023,27.907,2.3256,1338,695.7674,0.3959,0.0017,0.0017,15.769
2026-06-01 17:00:00,qwen-plus,37,21576,14159,7417,0.0345,91.8919,8.1081,5.4054,2.7027,1832.0,2616.8,2731.04,548.4,154.6,10,19,24,0.0,0.0,21.6216,2.7027,0,583.1351,0.5238,0.0009,0.001,0.0
2026-06-01 18:00:00,deepseek-chat,18,11734,8480,3254,0.0141,88.8889,11.1111,0.0,11.1111,1624.0,2434.05,2588.41,573.3,158.05,8,12,12,0.0,0.0,11.1111,0.0,478,651.8889,0.3837,0.0008,0.0009,14.6896
2026-06-01 18:00:00,gpt-4.1-mini,29,18743,13303,5440,0.045,96.5517,3.4483,0.0,3.4483,2055.0,2624.0,2764.08,633.0,176.6,9,17,19,0.0,0.0,20.6897,0.0,887,646.3103,0.4089,0.0016,0.0016,16.3051
2026-06-01 18:00:00,qwen-plus,25,14275,9844,4431,0.0228,100.0,0.0,0.0,0.0,1716.0,2380.6,2588.32,552.2,185.2,9,16,17,0.0,4.0,24.0,0.0,0,571.0,0.4501,0.0009,0.0009,0.0
2026-06-01 19:00:00,deepseek-chat,14,10247,6467,3780,0.0123,100.0,0.0,0.0,0.0,1654.0,2810.05,3019.61,498.65,130.55,6,10,9,0.0,0.0,14.2857,0.0,587,731.9286,0.5845,0.0009,0.0009,15.5291
2026-06-01 19:00:00,gpt-4.1-mini,35,25398,17295,8103,0.061,97.1429,2.8571,0.0,2.8571,1941.0,2989.4,3782.26,650.6,140.9,9,19,20,0.0,0.0,14.2857,0.0,1316,725.6571,0.4685,0.0017,0.0018,16.2409
2026-06-01 19:00:00,qwen-plus,21,14571,10811,3760,0.0233,100.0,0.0,0.0,0.0,1862.0,2482.0,2627.6,677.0,120.0,7,15,13,4.7619,4.7619,28.5714,0.0,0,693.8571,0.3478,0.0011,0.0011,0.0
2026-06-01 20:00:00,deepseek-chat,16,10808,6991,3817,0.013,100.0,0.0,0.0,0.0,1755.0,2447.25,2464.65,458.75,134.5,6,10,10,0.0,0.0,12.5,0.0,546,675.5,0.546,0.0008,0.0008,14.3044
2026-06-01 20:00:00,gpt-4.1-mini,38,26029,18139,7890,0.0625,94.7368,5.2632,2.6316,0.0,2037.0,3346.35,3420.78,659.2,186.95,9,20,20,0.0,5.2632,18.4211,0.0,1265,684.9737,0.435,0.0016,0.0017,16.033
2026-06-01 20:00:00,qwen-plus,23,14185,9408,4777,0.0227,91.3043,8.6957,0.0,4.3478,1739.0,3196.7,3329.2,546.3,128.8,7,12,15,0.0,4.3478,13.0435,0.0,0,616.7391,0.5078,0.001,0.0011,0.0
2026-06-01 21:00:00,deepseek-chat,12,7906,5233,2673,0.0095,100.0,0.0,0.0,0.0,1705.5,2683.05,2915.81,490.5,135.1,6,10,10,8.3333,8.3333,16.6667,0.0,461,658.8333,0.5108,0.0008,0.0008,17.2465
2026-06-01 21:00:00,gpt-4.1-mini,30,16887,11074,5813,0.0405,93.3333,6.6667,0.0,3.3333,2031.5,2892.15,3777.75,666.3,178.5,9,17,18,0.0,6.6667,30.0,0.0,958,562.9,0.5249,0.0014,0.0014,16.4803
2026-06-01 21:00:00,qwen-plus,23,14216,9193,5023,0.0227,95.6522,4.3478,0.0,0.0,1838.0,2612.9,2622.24,579.9,147.9,8,18,12,0.0,4.3478,4.3478,0.0,0,618.087,0.5464,0.001,0.001,0.0
2026-06-01 22:00:00,deepseek-chat,11,6913,4944,1969,0.0083,100.0,0.0,0.0,0.0,1521.0,2542.0,2720.4,471.5,136.5,5,7,8,0.0,0.0,27.2727,0.0,300,628.4545,0.3983,0.0008,0.0008,15.2362
2026-06-01 22:00:00,gpt-4.1-mini,22,17204,12488,4716,0.0413,95.4545,4.5455,0.0,4.5455,1919.0,3239.55,3604.91,587.15,101.5,9,15,17,9.0909,4.5455,0.0,0.0,808,782.0,0.3776,0.0019,0.002,17.1332
2026-06-01 22:00:00,qwen-plus,16,11666,8224,3442,0.0187,93.75,6.25,0.0,6.25,1822.5,2722.0,2774.8,577.0,163.0,7,12,12,0.0,6.25,12.5,0.0,0,729.125,0.4185,0.0012,0.0012,0.0
2026-06-01 23:00:00,deepseek-chat,19,12273,9567,2706,0.0147,89.4737,10.5263,0.0,5.2632,1621.0,2162.6,2217.32,516.9,172.9,9,15,18,0.0,0.0,15.7895,0.0,450,645.9474,0.2828,0.0008,0.0009,16.6297
2026-06-01 23:00:00,gpt-4.1-mini,19,14197,10835,3362,0.0341,94.7368,5.2632,0.0,5.2632,2026.0,2761.4,2886.68,668.8,178.8,8,14,16,0.0,5.2632,26.3158,0.0,549,747.2105,0.3103,0.0018,0.0019,16.3296
2026-06-01 23:00:00,qwen-plus,8,5613,4095,1518,0.009,75.0,25.0,0.0,12.5,1773.5,2161.5,2169.9,655.75,261.2,6,8,8,0.0,12.5,12.5,0.0,0,701.625,0.3707,0.0011,0.0015,0.0
2026-06-02 00:00:00,deepseek-chat,9,6867,5283,1584,0.0082,100.0,0.0,0.0,0.0,1716.0,2140.2,2315.24,546.0,98.2,6,8,7,0.0,0.0,11.1111,0.0,250,763.0,0.2998,0.0009,0.0009,15.7828
2026-06-02 00:00:00,gpt-4.1-mini,14,9424,7193,2231,0.0226,92.8571,7.1429,0.0,0.0,1899.5,2427.35,2438.27,611.1,156.15,6,11,12,0.0,14.2857,21.4286,0.0,403,673.1429,0.3102,0.0016,0.0017,18.0636
2026-06-02 00:00:00,qwen-plus,4,2106,1003,1103,0.0034,100.0,0.0,0.0,0.0,1729.5,2149.15,2197.03,525.95,84.6,4,4,4,25.0,0.0,0.0,0.0,0,526.5,1.0997,0.0008,0.0008,0.0
2026-06-02 01:00:00,deepseek-chat,7,5023,3617,1406,0.006,100.0,0.0,0.0,0.0,1607.0,2807.5,2866.3,560.4,131.7,6,7,6,0.0,0.0,28.5714,0.0,274,717.5714,0.3887,0.0009,0.0009,19.4879
2026-06-02 01:00:00,gpt-4.1-mini,11,7803,5540,2263,0.0187,90.9091,9.0909,9.0909,0.0,1966.0,2882.5,3095.7,580.5,152.5,8,11,9,0.0,0.0,9.0909,0.0,312,709.3636,0.4085,0.0017,0.0019,13.787
2026-06-02 01:00:00,qwen-plus,8,4875,3323,1552,0.0078,100.0,0.0,0.0,0.0,1773.5,2472.05,2622.41,460.75,112.95,6,7,8,12.5,0.0,0.0,12.5,0,609.375,0.467,0.001,0.001,0.0
2026-06-02 02:00:00,deepseek-chat,4,3643,2959,684,0.0044,100.0,0.0,0.0,0.0,1753.5,2054.55,2081.31,447.0,55.05,4,4,4,0.0,0.0,25.0,0.0,141,910.75,0.2312,0.0011,0.0011,20.614
2026-06-02 02:00:00,gpt-4.1-mini,10,6682,4723,1959,0.016,80.0,20.0,0.0,0.0,2000.5,2452.5,2492.1,665.3,151.2,5,8,8,0.0,10.0,30.0,0.0,304,668.2,0.4148,0.0016,0.002,15.5181
2026-06-02 02:00:00,qwen-plus,3,2725,2201,524,0.0044,100.0,0.0,0.0,0.0,1621.0,1927.9,1955.18,392.8,62.3,3,3,3,0.0,0.0,0.0,0.0,0,908.3333,0.2381,0.0015,0.0015,0.0
2026-06-02 03:00:00,deepseek-chat,8,5315,3962,1353,0.0064,87.5,12.5,0.0,0.0,1658.0,2093.2,2123.44,489.9,128.1,5,7,7,0.0,0.0,12.5,0.0,189,664.375,0.3415,0.0008,0.0009,13.969
2026-06-02 03:00:00,gpt-4.1-mini,8,4335,2818,1517,0.0104,87.5,12.5,12.5,0.0,1946.0,2432.7,2516.14,563.3,138.05,5,7,8,0.0,0.0,12.5,0.0,191,541.875,0.5383,0.0013,0.0015,12.5906
2026-06-02 03:00:00,qwen-plus,4,3097,2034,1063,0.005,100.0,0.0,0.0,0.0,1746.0,2106.2,2155.64,460.05,112.7,3,4,4,0.0,25.0,25.0,0.0,0,774.25,0.5226,0.0012,0.0012,0.0
2026-06-02 04:00:00,deepseek-chat,5,3425,2361,1064,0.0041,100.0,0.0,0.0,0.0,1832.0,2167.8,2181.56,516.2,164.8,3,4,4,0.0,0.0,40.0,0.0,170,685.0,0.4507,0.0008,0.0008,15.9774
2026-06-02 04:00:00,gpt-4.1-mini,10,6096,4253,1843,0.0146,90.0,10.0,0.0,10.0,1862.5,2443.15,2563.03,636.95,136.3,5,7,7,0.0,0.0,20.0,0.0,303,609.6,0.4333,0.0015,0.0016,16.4406
2026-06-02 04:00:00,qwen-plus,12,7463,5820,1643,0.0119,100.0,0.0,0.0,0.0,1709.5,2097.55,2185.11,507.8,202.1,8,11,12,0.0,8.3333,0.0,0.0,0,621.9167,0.2823,0.001,0.001,0.0
2026-06-02 05:00:00,deepseek-chat,6,4509,3017,1492,0.0054,100.0,0.0,0.0,0.0,1642.5,2618.25,2761.25,557.75,133.25,4,5,4,0.0,0.0,16.6667,0.0,335,751.5,0.4945,0.0009,0.0009,22.4531
2026-06-02 05:00:00,gpt-4.1-mini,6,4093,3127,966,0.0098,100.0,0.0,0.0,0.0,1754.5,2238.0,2306.0,666.25,203.75,4,4,5,0.0,0.0,33.3333,0.0,137,682.1667,0.3089,0.0016,0.0016,14.1822
2026-06-02 05:00:00,qwen-plus,6,4501,3174,1327,0.0072,100.0,0.0,0.0,0.0,1948.0,2675.5,2820.7,513.75,140.75,5,5,5,0.0,0.0,33.3333,0.0,0,750.1667,0.4181,0.0012,0.0012,0.0
2026-06-02 06:00:00,deepseek-chat,17,11775,7844,3931,0.0141,94.1176,5.8824,0.0,0.0,1747.0,2591.2,3542.24,639.8,184.2,8,12,11,0.0,5.8824,11.7647,0.0,515,692.6471,0.5011,0.0008,0.0009,13.101
2026-06-02 06:00:00,gpt-4.1-mini,29,20262,14712,5550,0.0486,86.2069,13.7931,0.0,10.3448,2042.0,2641.0,3369.8,702.2,255.4,10,22,21,0.0,0.0,24.1379,0.0,845,698.6897,0.3772,0.0017,0.0019,15.2252
2026-06-02 06:00:00,qwen-plus,13,8304,5538,2766,0.0133,100.0,0.0,0.0,0.0,1874.0,2589.0,2865.0,663.4,191.6,8,13,11,0.0,0.0,0.0,0.0,0,638.7692,0.4995,0.001,0.001,0.0
2026-06-02 07:00:00,deepseek-chat,19,11076,7374,3702,0.0133,89.4737,10.5263,5.2632,0.0,1669.0,2463.5,2625.5,463.6,117.1,8,13,13,0.0,0.0,21.0526,0.0,604,582.9474,0.502,0.0007,0.0008,16.3155
2026-06-02 07:00:00,gpt-4.1-mini,30,19275,12937,6338,0.0463,96.6667,3.3333,0.0,0.0,1882.0,3919.6,4428.22,609.0,149.45,9,18,20,0.0,0.0,26.6667,6.6667,1078,642.5,0.4899,0.0015,0.0016,17.0085
2026-06-02 07:00:00,qwen-plus,17,11022,7289,3733,0.0176,94.1176,5.8824,5.8824,0.0,1766.0,2577.8,3191.56,573.6,157.2,9,11,14,0.0,0.0,11.7647,0.0,0,648.3529,0.5121,0.001,0.0011,0.0
2026-06-02 08:00:00,deepseek-chat,14,8621,5691,2930,0.0103,100.0,0.0,0.0,0.0,1625.0,2645.35,2885.07,548.1,116.65,9,13,12,0.0,7.1429,21.4286,0.0,468,615.7857,0.5148,0.0007,0.0007,15.9727
2026-06-02 08:00:00,gpt-4.1-mini,22,14042,9643,4399,0.0337,100.0,0.0,0.0,0.0,2011.5,2596.1,3642.48,714.7,206.3,9,16,17,0.0,0.0,4.5455,9.0909,635,638.2727,0.4562,0.0015,0.0015,14.4351
2026-06-02 08:00:00,qwen-plus,16,10690,7613,3077,0.0171,68.75,31.25,12.5,18.75,1890.5,2783.5,3118.3,529.0,103.5,8,12,12,0.0,0.0,25.0,0.0,0,668.125,0.4042,0.0011,0.0016,0.0
2026-06-02 09:00:00,deepseek-chat,35,24045,16711,7334,0.0289,94.2857,5.7143,0.0,2.8571,1606.0,2732.1,2823.62,534.0,162.8,10,20,23,0.0,0.0,34.2857,0.0,1307,687.0,0.4389,0.0008,0.0009,17.8211
2026-06-02 09:00:00,gpt-4.1-mini,54,35254,25279,9975,0.0846,90.7407,9.2593,5.5556,1.8519,1894.0,3068.4,3575.89,671.8,168.0,10,25,31,0.0,7.4074,25.9259,0.0,1758,652.8519,0.3946,0.0016,0.0017,17.6241
2026-06-02 09:00:00,qwen-plus,29,22806,16302,6504,0.0365,93.1034,6.8966,0.0,3.4483,1800.0,2322.0,4086.4,543.8,210.0,8,16,21,0.0,3.4483,17.2414,0.0,0,786.4138,0.399,0.0013,0.0014,0.0
2026-06-02 10:00:00,deepseek-chat,31,20450,14719,5731,0.0245,100.0,0.0,0.0,0.0,1611.0,2505.0,2868.3,662.5,223.0,8,18,19,3.2258,0.0,25.8065,0.0,1113,659.6774,0.3894,0.0008,0.0008,19.4207
2026-06-02 10:00:00,gpt-4.1-mini,48,31326,22267,9059,0.0752,91.6667,8.3333,2.0833,0.0,2040.5,2833.05,3103.51,576.6,166.15,10,22,28,2.0833,4.1667,14.5833,0.0,1384,652.625,0.4068,0.0016,0.0017,15.2776
2026-06-02 10:00:00,qwen-plus,45,32267,22954,9313,0.0516,97.7778,2.2222,0.0,2.2222,1863.0,2616.8,3096.92,594.0,209.2,10,23,27,2.2222,6.6667,13.3333,0.0,0,717.0444,0.4057,0.0011,0.0012,0.0
2026-06-02 11:00:00,deepseek-chat,39,24419,17020,7399,0.0293,94.8718,5.1282,0.0,2.5641,1691.0,2205.6,2418.62,536.8,133.1,10,18,23,0.0,5.1282,23.0769,0.0,1125,626.1282,0.4347,0.0008,0.0008,15.2048
