minute,api_key,customer_id,request_count,distinct_ip_count,new_ip_count,total_tokens,error_rate,rate_limit_rate,estimated_cost,avg_latency_ms,new_ip_ratio,tokens_per_request,off_hours,ip_entropy
2026-06-01 12:20:00,key_c001_1,C001,1,1,0,562,0.0,0.0,0.0009,2060.0,0.0,562.0,0,-0.0
2026-06-01 12:37:00,key_c001_1,C001,1,1,0,873,0.0,0.0,0.0014,1649.0,0.0,873.0,0,-0.0
2026-06-01 12:38:00,key_c001_1,C001,1,1,0,593,100.0,0.0,0.0014,2572.0,0.0,593.0,0,-0.0
2026-06-01 12:42:00,key_c001_1,C001,1,1,0,979,0.0,0.0,0.0024,1589.0,0.0,979.0,0,-0.0
2026-06-01 12:45:00,key_c001_1,C001,1,1,0,331,0.0,0.0,0.0005,1698.0,0.0,331.0,0,-0.0
2026-06-01 12:52:00,key_c001_1,C001,1,1,0,428,0.0,0.0,0.0005,1490.0,0.0,428.0,0,-0.0
2026-06-01 12:54:00,key_c001_1,C001,1,1,0,311,0.0,0.0,0.0004,1457.0,0.0,311.0,0,-0.0
2026-06-01 12:56:00,key_c001_1,C001,1,1,0,897,0.0,0.0,0.0022,1783.0,0.0,897.0,0,-0.0
2026-06-01 13:06:00,key_c001_1,C001,1,1,0,544,0.0,0.0,0.0013,2412.0,0.0,544.0,0,-0.0
2026-06-01 13:10:00,key_c001_1,C001,1,1,0,539,0.0,0.0,0.0006,1818.0,0.0,539.0,0,-0.0
2026-06-01 13:15:00,key_c001_1,C001,1,1,0,379,0.0,0.0,0.0009,2176.0,0.0,379.0,0,-0.0
2026-06-01 13:43:00,key_c001_1,C001,2,1,0,783,0.0,0.0,0.0019,1814.5,0.0,391.5,0,-0.0
2026-06-01 13:47:00,key_c001_1,C001,1,1,0,199,0.0,0.0,0.0005,1455.0,0.0,199.0,0,-0.0
2026-06-01 14:12:00,key_c001_1,C001,1,1,0,481,0.0,0.0,0.0012,2318.0,0.0,481.0,0,-0.0
2026-06-01 14:21:00,key_c001_1,C001,1,1,0,453,0.0,0.0,0.0005,1471.0,0.0,453.0,0,-0.0
2026-06-01 14:32:00,key_c001_1,C001,1,1,0,776,0.0,0.0,0.0019,2047.0,0.0,776.0,0,-0.0
2026-06-01 14:35:00,key_c001_1,C001,1,1,0,426,0.0,0.0,0.0007,1786.0,0.0,426.0,0,-0.0
2026-06-01 14:44:00,key_c001_1,C001,1,1,0,739,0.0,0.0,0.0018,2035.0,0.0,739.0,0,-0.0
2026-06-01 14:47:00,key_c001_1,C001,1,1,0,423,0.0,0.0,0.001,1893.0,0.0,423.0,0,-0.0
2026-06-01 15:03:00,key_c001_1,C001,1,1,0,457,0.0,0.0,0.0007,1694.0,0.0,457.0,0,-0.0
2026-06-01 15:05:00,key_c001_1,C001,1,1,0,479,0.0,0.0,0.0008,2472.0,0.0,479.0,0,-0.0
2026-06-01 15:22:00,key_c001_1,C001,1,1,0,348,0.0,0.0,0.0004,1370.0,0.0,348.0,0,-0.0
2026-06-01 15:41:00,key_c001_1,C001,1,1,0,392,0.0,0.0,0.0006,1746.0,0.0,392.0,0,-0.0
2026-06-01 15:43:00,key_c001_1,C001,1,1,0,777,0.0,0.0,0.0019,2167.0,0.0,777.0,0,-0.0
2026-06-01 15:52:00,key_c001_1,C001,1,1,0,598,0.0,0.0,0.0007,1689.0,0.0,598.0,0,-0.0
2026-06-01 16:05:00,key_c001_1,C001,1,1,0,765,0.0,0.0,0.0009,2231.0,0.0,765.0,0,-0.0
2026-06-01 16:17:00,key_c001_1,C001,1,1,0,956,0.0,0.0,0.0015,1398.0,0.0,956.0,0,-0.0
2026-06-01 16:31:00,key_c001_1,C001,1,1,0,306,0.0,0.0,0.0005,1929.0,0.0,306.0,0,-0.0
2026-06-01 16:32:00,key_c001_1,C001,1,1,0,645,0.0,0.0,0.001,1997.0,0.0,645.0,0,-0.0
2026-06-01 16:33:00,key_c001_1,C001,1,1,0,516,0.0,0.0,0.0012,2260.0,0.0,516.0,0,-0.0
2026-06-01 16:36:00,key_c001_1,C001,1,1,0,345,0.0,0.0,0.0008,1985.0,0.0,345.0,0,-0.0
2026-06-01 16:37:00,key_c001_1,C001,1,1,0,624,0.0,0.0,0.0015,2333.0,0.0,624.0,0,-0.0
2026-06-01 16:58:00,key_c001_1,C001,1,1,0,368,0.0,0.0,0.0009,1600.0,0.0,368.0,0,-0.0
2026-06-01 17:12:00,key_c001_1,C001,1,1,0,835,0.0,0.0,0.001,2253.0,0.0,835.0,0,-0.0
2026-06-01 17:21:00,key_c001_1,C001,1,1,0,583,0.0,0.0,0.0014,2471.0,0.0,583.0,0,-0.0
2026-06-01 17:30:00,key_c001_1,C001,1,1,0,425,0.0,0.0,0.001,1908.0,0.0,425.0,0,-0.0
2026-06-01 17:43:00,key_c001_1,C001,1,1,0,294,0.0,0.0,0.0005,1524.0,0.0,294.0,0,-0.0
2026-06-01 17:49:00,key_c001_1,C001,1,1,0,462,0.0,0.0,0.0007,1715.0,0.0,462.0,0,-0.0
2026-06-01 18:11:00,key_c001_1,C001,1,1,0,624,0.0,0.0,0.0015,2384.0,0.0,624.0,0,-0.0
2026-06-01 18:17:00,key_c001_1,C001,1,1,0,650,0.0,0.0,0.001,2644.0,0.0,650.0,0,-0.0
2026-06-01 18:21:00,key_c001_1,C001,1,1,0,600,0.0,0.0,0.001,1683.0,0.0,600.0,0,-0.0
2026-06-01 18:49:00,key_c001_1,C001,1,1,0,921,0.0,0.0,0.0011,1851.0,0.0,921.0,0,-0.0
2026-06-01 18:51:00,key_c001_1,C001,1,1,0,691,0.0,0.0,0.0017,2534.0,0.0,691.0,0,-0.0
2026-06-01 18:52:00,key_c001_1,C001,1,1,0,274,0.0,0.0,0.0003,1092.0,0.0,274.0,0,-0.0
2026-06-01 18:54:00,key_c001_1,C001,1,1,0,672,0.0,0.0,0.0008,1188.0,0.0,672.0,0,-0.0
2026-06-01 18:56:00,key_c001_1,C001,2,2,0,966,0.0,0.0,0.0023,2205.5,0.0,483.0,0,1.0
2026-06-01 19:04:00,key_c001_1,C001,1,1,0,311,0.0,0.0,0.0007,2319.0,0.0,311.0,0,-0.0
2026-06-01 19:09:00,key_c001_1,C001,1,1,0,404,0.0,0.0,0.0006,1734.0,0.0,404.0,0,-0.0
2026-06-01 19:15:00,key_c001_1,C001,1,1,0,948,0.0,0.0,0.0023,1917.0,0.0,948.0,0,-0.0
2026-06-01 19:41:00,key_c001_1,C001,1,1,0,442,0.0,0.0,0.0011,1359.0,0.0,442.0,0,-0.0
2026-06-01 20:05:00,key_c001_1,C001,1,1,0,359,0.0,0.0,0.0009,1683.0,0.0,359.0,0,-0.0
2026-06-01 20:13:00,key_c001_1,C001,2,1,0,763,0.0,0.0,0.0011,1487.5,0.0,381.5,0,-0.0
2026-06-01 20:17:00,key_c001_1,C001,1,1,0,777,100.0,0.0,0.0019,2348.0,0.0,777.0,0,-0.0
2026-06-01 20:47:00,key_c001_1,C001,1,1,0,544,0.0,0.0,0.0009,1498.0,0.0,544.0,0,-0.0
2026-06-01 20:53:00,key_c001_1,C001,1,1,0,848,0.0,0.0,0.001,2440.0,0.0,848.0,0,-0.0
2026-06-01 20:55:00,key_c001_1,C001,1,1,0,867,0.0,0.0,0.0021,3460.0,0.0,867.0,0,-0.0
2026-06-01 21:33:00,key_c001_1,C001,1,1,0,289,0.0,0.0,0.0003,1031.0,0.0,289.0,0,-0.0
2026-06-01 21:42:00,key_c001_1,C001,1,1,0,571,0.0,0.0,0.0009,2066.0,0.0,571.0,0,-0.0
2026-06-01 21:52:00,key_c001_1,C001,1,1,0,529,0.0,0.0,0.0006,1664.0,0.0,529.0,0,-0.0
2026-06-01 22:00:00,key_c001_1,C001,1,1,0,1123,0.0,0.0,0.0018,2121.0,0.0,1123.0,0,-0.0
2026-06-01 22:10:00,key_c001_1,C001,1,1,0,739,0.0,0.0,0.0009,2765.0,0.0,739.0,0,-0.0
2026-06-01 23:26:00,key_c001_1,C001,1,1,0,224,0.0,0.0,0.0004,1406.0,0.0,224.0,1,-0.0
2026-06-01 23:35:00,key_c001_1,C001,1,1,0,493,0.0,0.0,0.0012,1710.0,0.0,493.0,1,-0.0
2026-06-01 23:57:00,key_c001_1,C001,1,1,0,1211,0.0,0.0,0.0029,2918.0,0.0,1211.0,1,-0.0
2026-06-02 00:19:00,key_c001_1,C001,1,1,0,336,0.0,0.0,0.0008,2214.0,0.0,336.0,1,-0.0
2026-06-02 00:36:00,key_c001_1,C001,1,1,0,670,0.0,0.0,0.0008,1812.0,0.0,670.0,1,-0.0
2026-06-02 01:10:00,key_c001_1,C001,1,1,0,699,0.0,0.0,0.0017,3149.0,0.0,699.0,1,-0.0
2026-06-02 01:21:00,key_c001_1,C001,1,1,0,616,0.0,0.0,0.0007,2636.0,0.0,616.0,1,-0.0
2026-06-02 06:18:00,key_c001_1,C001,1,1,0,580,0.0,0.0,0.0009,2359.0,0.0,580.0,0,-0.0
2026-06-02 07:11:00,key_c001_1,C001,1,1,0,262,0.0,0.0,0.0004,1875.0,0.0,262.0,0,-0.0
2026-06-02 07:19:00,key_c001_1,C001,1,1,0,1006,0.0,0.0,0.0024,1854.0,0.0,1006.0,0,-0.0
2026-06-02 07:52:00,key_c001_1,C001,1,1,0,384,0.0,0.0,0.0009,1890.0,0.0,384.0,0,-0.0
2026-06-02 08:01:00,key_c001_1,C001,2,1,0,1040,0.0,0.0,0.0019,1823.0,0.0,520.0,0,-0.0
2026-06-02 08:04:00,key_c001_1,C001,1,1,0,398,0.0,0.0,0.001,2045.0,0.0,398.0,0,-0.0
2026-06-02 08:54:00,key_c001_1,C001,1,1,0,472,0.0,0.0,0.0011,2042.0,0.0,472.0,0,-0.0
2026-06-02 09:02:00,key_c001_1,C001,1,1,0,311,0.0,0.0,0.0007,1709.0,0.0,311.0,0,-0.0
2026-06-02 09:04:00,key_c001_1,C001,1,1,0,1597,0.0,0.0,0.0026,1506.0,0.0,1597.0,0,-0.0
2026-06-02 09:20:00,key_c001_1,C001,1,1,0,352,0.0,0.0,0.0008,1859.0,0.0,352.0,0,-0.0
2026-06-02 09:28:00,key_c001_1,C001,1,1,0,346,0.0,0.0,0.0004,1266.0,0.0,346.0,0,-0.0
2026-06-02 09:29:00,key_c001_1,C001,1,1,0,728,0.0,0.0,0.0009,1631.0,0.0,728.0,0,-0.0
2026-06-02 09:31:00,key_c001_1,C001,1,1,0,507,0.0,0.0,0.0008,1520.0,0.0,507.0,0,-0.0
2026-06-02 09:37:00,key_c001_1,C001,1,1,0,745,0.0,0.0,0.0018,2080.0,0.0,745.0,0,-0.0
2026-06-02 09:42:00,key_c001_1,C001,1,1,0,831,100.0,0.0,0.002,2871.0,0.0,831.0,0,-0.0
2026-06-02 09:55:00,key_c001_1,C001,1,1,0,737,0.0,0.0,0.0012,1970.0,0.0,737.0,0,-0.0
2026-06-02 10:16:00,key_c001_1,C001,1,1,0,582,0.0,0.0,0.0007,1746.0,0.0,582.0,0,-0.0
2026-06-02 10:17:00,key_c001_1,C001,1,1,0,167,0.0,0.0,0.0003,1547.0,0.0,167.0,0,-0.0
2026-06-02 10:23:00,key_c001_1,C001,1,1,0,776,0.0,0.0,0.0009,2449.0,0.0,776.0,0,-0.0
2026-06-02 10:28:00,key_c001_1,C001,1,1,0,918,0.0,0.0,0.0022,2146.0,0.0,918.0,0,-0.0
2026-06-02 10:41:00,key_c001_1,C001,1,1,0,293,0.0,0.0,0.0005,1614.0,0.0,293.0,0,-0.0
2026-06-02 10:45:00,key_c001_1,C001,1,1,0,639,0.0,0.0,0.0008,2060.0,0.0,639.0,0,-0.0
2026-06-02 10:46:00,key_c001_1,C001,1,1,0,429,0.0,0.0,0.0005,1614.0,0.0,429.0,0,-0.0
2026-06-02 11:00:00,key_c001_1,C001,1,1,0,489,0.0,0.0,0.0008,2020.0,0.0,489.0,0,-0.0
2026-06-02 11:29:00,key_c001_1,C001,1,1,0,573,0.0,0.0,0.0009,1464.0,0.0,573.0,0,-0.0
2026-06-02 11:43:00,key_c001_1,C001,1,1,0,546,0.0,0.0,0.0007,1691.0,0.0,546.0,0,-0.0
2026-06-02 11:51:00,key_c001_1,C001,1,1,0,708,0.0,0.0,0.0011,3168.0,0.0,708.0,0,-0.0
2026-06-02 11:58:00,key_c001_1,C001,1,1,0,889,0.0,0.0,0.0014,1525.0,0.0,889.0,0,-0.0
2026-06-02 12:02:00,key_c001_1,C001,1,1,0,450,0.0,0.0,0.0011,1844.0,0.0,450.0,0,-0.0
2026-06-02 12:08:00,key_c001_1,C001,1,1,0,374,0.0,0.0,0.0006,1527.0,0.0,374.0,0,-0.0
2026-06-02 12:20:00,key_c001_1,C001,1,1,0,609,0.0,0.0,0.0015,2300.0,0.0,609.0,0,-0.0
2026-06-02 12:30:00,key_c001_1,C001,1,1,0,685,0.0,0.0,0.0016,1923.0,0.0,685.0,0,-0.0
2026-06-02 12:32:00,key_c001_1,C001,2,2,0,2175,0.0,0.0,0.0026,1504.0,0.0,1087.5,0,1.0
2026-06-02 12:35:00,key_c001_1,C001,1,1,0,556,100.0,0.0,0.0013,2349.0,0.0,556.0,0,-0.0
2026-06-02 12:47:00,key_c001_1,C001,1,1,0,439,0.0,0.0,0.0011,1895.0,0.0,439.0,0,-0.0
2026-06-02 13:06:00,key_c001_1,C001,1,1,0,1043,100.0,0.0,0.0025,1840.0,0.0,1043.0,0,-0.0
2026-06-02 13:07:00,key_c001_1,C001,1,1,0,389,0.0,0.0,0.0005,1389.0,0.0,389.0,0,-0.0
2026-06-02 13:39:00,key_c001_1,C001,1,1,0,404,0.0,0.0,0.001,2016.0,0.0,404.0,0,-0.0
2026-06-02 13:47:00,key_c001_1,C001,1,1,0,324,0.0,0.0,0.0005,1528.0,0.0,324.0,0,-0.0
2026-06-02 13:50:00,key_c001_1,C001,1,1,0,306,0.0,0.0,0.0004,1372.0,0.0,306.0,0,-0.0
2026-06-02 14:03:00,key_c001_1,C001,1,1,0,805,0.0,0.0,0.0019,2375.0,0.0,805.0,0,-0.0
2026-06-02 14:04:00,key_c001_1,C001,1,1,0,417,0.0,0.0,0.001,1816.0,0.0,417.0,0,-0.0
2026-06-02 14:19:00,key_c001_1,C001,1,1,0,709,0.0,0.0,0.0009,996.0,0.0,709.0,0,-0.0
2026-06-02 14:20:00,key_c001_1,C001,1,1,0,457,0.0,0.0,0.0011,1831.0,0.0,457.0,0,-0.0
2026-06-02 14:35:00,key_c001_1,C001,1,1,0,459,0.0,0.0,0.0006,1593.0,0.0,459.0,0,-0.0
2026-06-02 14:38:00,key_c001_1,C001,1,1,0,679,0.0,0.0,0.0016,2327.0,0.0,679.0,0,-0.0
2026-06-02 15:05:00,key_c001_1,C001,2,1,0,1810,0.0,0.0,0.0039,3063.0,0.0,905.0,0,-0.0
2026-06-02 15:24:00,key_c001_1,C001,1,1,0,618,0.0,0.0,0.001,2136.0,0.0,618.0,0,-0.0
2026-06-02 15:29:00,key_c001_1,C001,1,1,0,642,0.0,0.0,0.001,1889.0,0.0,642.0,0,-0.0
2026-06-02 15:39:00,key_c001_1,C001,1,1,0,588,0.0,0.0,0.0014,1787.0,0.0,588.0,0,-0.0
2026-06-02 15:47:00,key_c001_1,C001,1,1,0,651,0.0,0.0,0.0016,1676.0,0.0,651.0,0,-0.0
2026-06-02 16:17:00,key_c001_1,C001,1,1,0,449,0.0,0.0,0.0005,1656.0,0.0,449.0,0,-0.0
2026-06-02 16:23:00,key_c001_1,C001,2,1,0,1151,0.0,0.0,0.0023,2156.0,0.0,575.5,0,-0.0
2026-06-02 16:33:00,key_c001_1,C001,1,1,0,330,0.0,0.0,0.0005,1262.0,0.0,330.0,0,-0.0
2026-06-02 16:39:00,key_c001_1,C001,1,1,0,572,0.0,0.0,0.0014,2080.0,0.0,572.0,0,-0.0
2026-06-02 17:16:00,key_c001_1,C001,1,1,0,1123,0.0,0.0,0.0027,1951.0,0.0,1123.0,0,-0.0
2026-06-02 17:29:00,key_c001_1,C001,1,1,0,245,0.0,0.0,0.0004,1338.0,0.0,245.0,0,-0.0
2026-06-02 17:40:00,key_c001_1,C001,1,1,0,477,0.0,0.0,0.0006,1622.0,0.0,477.0,0,-0.0
2026-06-02 17:55:00,key_c001_1,C001,1,1,0,312,0.0,0.0,0.0005,1789.0,0.0,312.0,0,-0.0
2026-06-02 18:06:00,key_c001_1,C001,1,1,0,328,0.0,0.0,0.0005,1536.0,0.0,328.0,0,-0.0
2026-06-02 18:19:00,key_c001_1,C001,1,1,0,598,0.0,0.0,0.0007,1667.0,0.0,598.0,0,-0.0
2026-06-02 18:22:00,key_c001_1,C001,1,1,0,400,0.0,0.0,0.001,1692.0,0.0,400.0,0,-0.0
2026-06-02 18:29:00,key_c001_1,C001,1,1,0,758,0.0,0.0,0.0018,2548.0,0.0,758.0,0,-0.0
2026-06-02 18:32:00,key_c001_1,C001,1,1,0,417,0.0,0.0,0.0007,2045.0,0.0,417.0,0,-0.0
2026-06-02 18:36:00,key_c001_1,C001,1,1,0,366,0.0,0.0,0.0009,1756.0,0.0,366.0,0,-0.0
2026-06-02 18:45:00,key_c001_1,C001,2,1,0,1575,0.0,0.0,0.0022,2090.0,0.0,787.5,0,-0.0
2026-06-02 18:58:00,key_c001_1,C001,1,1,0,2090,0.0,0.0,0.0033,4756.0,0.0,2090.0,0,-0.0
2026-06-02 19:49:00,key_c001_1,C001,1,1,0,551,0.0,0.0,0.0009,2084.0,0.0,551.0,0,-0.0
2026-06-02 20:00:00,key_c001_1,C001,1,1,0,417,0.0,0.0,0.0007,1339.0,0.0,417.0,0,-0.0
2026-06-02 20:04:00,key_c001_1,C001,1,1,0,420,0.0,0.0,0.0005,1412.0,0.0,420.0,0,-0.0
2026-06-02 20:19:00,key_c001_1,C001,1,1,0,415,0.0,0.0,0.001,2603.0,0.0,415.0,0,-0.0
2026-06-02 20:35:00,key_c001_1,C001,1,1,0,1326,0.0,0.0,0.0021,2588.0,0.0,1326.0,0,-0.0
2026-06-02 20:41:00,key_c001_1,C001,1,1,0,253,0.0,0.0,0.0006,1822.0,0.0,253.0,0,-0.0
2026-06-02 20:48:00,key_c001_1,C001,1,1,0,1044,0.0,0.0,0.0013,2010.0,0.0,1044.0,0,-0.0
2026-06-02 20:58:00,key_c001_1,C001,1,1,0,319,0.0,0.0,0.0008,1684.0,0.0,319.0,0,-0.0
2026-06-02 21:10:00,key_c001_1,C001,1,1,0,500,0.0,0.0,0.0012,1928.0,0.0,500.0,0,-0.0
2026-06-02 21:13:00,key_c001_1,C001,1,1,0,733,0.0,0.0,0.0018,1475.0,0.0,733.0,0,-0.0
2026-06-02 21:20:00,key_c001_1,C001,1,1,0,549,0.0,0.0,0.0013,1850.0,0.0,549.0,0,-0.0
2026-06-02 21:48:00,key_c001_1,C001,1,1,0,437,0.0,0.0,0.001,1944.0,0.0,437.0,0,-0.0
2026-06-02 23:44:00,key_c001_1,C001,1,1,0,570,0.0,0.0,0.0009,1763.0,0.0,570.0,1,-0.0
2026-06-03 02:33:00,key_c001_1,C001,1,1,0,413,0.0,0.0,0.0007,2474.0,0.0,413.0,1,-0.0
2026-06-03 03:06:00,key_c001_1,C001,1,1,0,2524,0.0,0.0,0.003,1738.0,0.0,2524.0,1,-0.0
2026-06-03 04:04:00,key_c001_1,C001,1,1,0,751,0.0,0.0,0.0009,1750.0,0.0,751.0,1,-0.0
2026-06-03 04:14:00,key_c001_1,C001,1,1,0,539,0.0,0.0,0.0013,1648.0,0.0,539.0,1,-0.0
2026-06-03 04:36:00,key_c001_1,C001,1,1,0,688,0.0,0.0,0.0008,2726.0,0.0,688.0,1,-0.0
2026-06-03 04:42:00,key_c001_1,C001,1,1,0,498,0.0,0.0,0.0008,2076.0,0.0,498.0,1,-0.0
2026-06-03 05:00:00,key_c001_1,C001,1,1,0,817,0.0,0.0,0.002,1975.0,0.0,817.0,1,-0.0
2026-06-03 05:08:00,key_c001_1,C001,1,1,0,614,0.0,0.0,0.0015,2030.0,0.0,614.0,1,-0.0
2026-06-03 05:19:00,key_c001_1,C001,1,1,0,363,0.0,0.0,0.0004,1725.0,0.0,363.0,1,-0.0
2026-06-03 06:31:00,key_c001_1,C001,1,1,0,927,0.0,0.0,0.0011,2348.0,0.0,927.0,0,-0.0
2026-06-03 07:19:00,key_c001_1,C001,1,1,0,615,0.0,0.0,0.0015,2121.0,0.0,615.0,0,-0.0
2026-06-03 07:21:00,key_c001_1,C001,1,1,0,289,0.0,0.0,0.0007,1789.0,0.0,289.0,0,-0.0
2026-06-03 07:22:00,key_c001_1,C001,1,1,0,963,0.0,0.0,0.0015,2223.0,0.0,963.0,0,-0.0
2026-06-03 07:46:00,key_c001_1,C001,1,1,0,221,0.0,0.0,0.0005,1860.0,0.0,221.0,0,-0.0
2026-06-03 08:21:00,key_c001_1,C001,1,1,0,786,0.0,0.0,0.0013,1436.0,0.0,786.0,0,-0.0
2026-06-03 08:34:00,key_c001_1,C001,1,1,0,377,0.0,0.0,0.0006,1902.0,0.0,377.0,0,-0.0
2026-06-03 08:50:00,key_c001_1,C001,1,1,0,797,0.0,0.0,0.0019,3229.0,0.0,797.0,0,-0.0
2026-06-03 09:24:00,key_c001_1,C001,1,1,0,746,0.0,0.0,0.0009,1553.0,0.0,746.0,0,-0.0
2026-06-03 09:28:00,key_c001_1,C001,1,1,0,748,0.0,0.0,0.0018,2302.0,0.0,748.0,0,-0.0
2026-06-03 09:44:00,key_c001_1,C001,1,1,0,684,0.0,0.0,0.0016,2001.0,0.0,684.0,0,-0.0
2026-06-03 10:16:00,key_c001_1,C001,1,1,0,610,0.0,0.0,0.0015,2057.0,0.0,610.0,0,-0.0
2026-06-03 10:24:00,key_c001_1,C001,1,1,0,494,0.0,0.0,0.0012,2607.0,0.0,494.0,0,-0.0
2026-06-03 10:28:00,key_c001_1,C001,1,1,0,575,100.0,100.0,0.0014,3303.0,0.0,575.0,0,-0.0
2026-06-03 10:37:00,key_c001_1,C001,1,1,0,606,0.0,0.0,0.0015,1862.0,0.0,606.0,0,-0.0
2026-06-03 10:39:00,key_c001_1,C001,1,1,0,494,0.0,0.0,0.0008,1518.0,0.0,494.0,0,-0.0
2026-06-03 10:43:00,key_c001_1,C001,1,1,0,470,0.0,0.0,0.0008,1710.0,0.0,470.0,0,-0.0
