timestamp,date,source_date,model_id,running,waiting,ttft_ms,tokens_per_second,data_origin
2026-04-23 00:28:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:28:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:28:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:30:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:30:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:30:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:32:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:32:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:32:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:34:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:34:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:34:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:36:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:36:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:36:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:38:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:38:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:38:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:40:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:40:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:40:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:42:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:42:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:42:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:44:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:44:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:44:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:46:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:46:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:46:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:48:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:48:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:48:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:50:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:50:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:50:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:52:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:52:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:52:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:54:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:54:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:54:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:56:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:56:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:56:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:58:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:58:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 00:58:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:00:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:00:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:00:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:02:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:02:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:02:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:04:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:04:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:04:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:06:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:06:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:06:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:08:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:08:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:08:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:10:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:10:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:10:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:12:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:12:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:12:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:14:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:14:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:14:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:16:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:16:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:16:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:18:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:18:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:18:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:20:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:20:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:20:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:22:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:22:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:22:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:24:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:24:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:24:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:26:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:26:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:26:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:28:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:28:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:28:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:30:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:30:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:30:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:32:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:32:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:32:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:34:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:34:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:34:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:36:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:36:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:36:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:38:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:38:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:38:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:40:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:40:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:40:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:42:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:42:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:42:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:44:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:44:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:44:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:46:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:46:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:46:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:48:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:48:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:48:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:50:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:50:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:50:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:52:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:52:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:52:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:54:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:54:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:54:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:56:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:56:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:56:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:58:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:58:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 01:58:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:00:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:00:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:00:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:02:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:02:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:02:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:04:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:04:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:04:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:06:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:06:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:06:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:08:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:08:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:08:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:10:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:10:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:10:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:12:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:12:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:12:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:14:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:14:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:14:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:16:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:16:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:16:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:18:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:18:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:18:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:20:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:20:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:20:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:22:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:22:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:22:00,2026-04-23,2026-04-23,Qwen3.6-35B-A3B,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:24:00,2026-04-23,2026-04-23,DeepSeek-V4,0.0,0.0,,0.0,synthetic_history_calibrated
2026-04-23 02:24:00,2026-04-23,2026-04-23,Minimax-M2.5,0.0,0.0,,0.0,synthetic_history_calibrated
