date,model_id,instance_count,running_mean,running_max_busy,waiting_max_busy,concurrency_ratio,ttft_mean_ms,ttft_p95_ms,tokens_per_second_mean,cache_pct,npu_busy_pct,npu_mean,npu_p95,npu_max,npu_peak_average_mean,high_npu_samples,hbm_pct,hbm_headroom_pct,baseline_ready,capacity_state,diagnosis,data_origin,observed_days
2026-04-26,Minimax-M2.5,2,0.0306,2,0,1.0,440.7404,603.7881,1.3672,49.7352,26.3518,1.4425,52.0709,85.1442,20.7498,4,87.6515,12.3485,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-04-26,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,468.318,1001.7307,0.5135,10.381,0.9571,0.9392,7.2059,17.6023,2.6913,0,92.5908,7.4092,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-04-27,DeepSeek-V4,6,0.4764,3,0,0.5,4541.3453,9098.8817,12.5857,1.075,13.3775,2.6305,69.7189,76.3609,16.9458,22,97.5906,2.4094,True,容量风险,平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-04-27,Minimax-M2.5,2,0.0306,2,0,1.0,443.3804,675.4003,1.361,53.3076,24.5424,2.3677,55.3442,96.3499,23.345,4,93.5373,6.4627,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-04-27,Qwen3.6-35B-A3B,2,0.0153,1,0,0.5,445.0705,863.0285,0.5117,4.7607,0.9688,0.8268,4.702,18.9942,0.0,0,91.807,8.193,True,需要关注,平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-04-28,DeepSeek-V4,6,0.6986,5,0,0.8333,4667.5104,9090.727,12.6548,5.3879,19.7,3.5805,100.0,100.0,19.5784,36,93.8082,6.1918,True,需要关注,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-04-28,Minimax-M2.5,2,0.0306,2,3,1.0,442.4425,639.0684,1.3604,43.8575,20.7321,2.4834,51.2951,92.6721,22.2931,2,90.6238,9.3762,True,容量风险,出现等待队列，需评估扩容或分流；忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-04-28,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,480.7768,999.3796,0.5181,11.5355,1.6485,0.9812,5.6582,22.1998,0.0,0,93.8039,6.1961,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-04-29,DeepSeek-V4,6,0.6986,5,0,0.8333,4656.9928,8793.1125,12.5637,0.0,19.6894,4.0001,100.0,100.0,18.8656,50,94.6465,5.3535,True,需要关注,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-04-29,Minimax-M2.5,2,0.0319,2,0,1.0,454.1938,697.7822,1.3574,44.9776,28.1574,2.1626,65.8083,100.0,31.5799,19,95.608,4.392,True,容量风险,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-04-29,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,466.7282,966.2665,0.5259,5.2621,2.9298,1.13,6.3213,19.2684,0.0,0,95.1622,4.8378,True,容量风险,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-04-30,DeepSeek-V4,6,0.6819,4,0,0.6667,4638.8119,9338.3745,12.6926,0.5519,20.7492,3.6016,100.0,100.0,21.3465,36,92.9546,7.0454,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-04-30,Minimax-M2.5,2,0.0306,2,0,1.0,435.5099,606.3599,1.3658,52.3877,25.128,1.6735,47.0563,86.7988,22.652,4,92.0451,7.9549,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-04-30,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,477.7118,930.775,0.5113,10.4326,1.2584,1.0557,6.5101,28.1318,1.388,0,92.6456,7.3544,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-01,DeepSeek-V4,6,0.5889,3,0,0.5,4485.7736,8665.3865,12.646,2.0711,16.4197,3.1387,83.9405,82.4327,12.677,32,95.2793,4.7207,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-01,Minimax-M2.5,2,0.0306,2,0,1.0,440.7394,648.2593,1.37,48.4495,26.7115,1.7081,52.9674,92.6228,25.3287,2,92.4726,7.5274,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-01,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,466.3466,954.9446,0.5214,6.3223,0.0718,0.8061,6.1554,14.8453,3.3331,0,93.7662,6.2338,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-02,DeepSeek-V4,6,0.4875,3,0,0.5,4417.262,8554.7927,12.672,0.8252,13.075,2.8456,75.415,77.7943,13.9757,30,94.082,5.918,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-02,Minimax-M2.5,2,0.0306,2,0,1.0,439.8478,652.9672,1.3561,50.0439,20.6263,1.658,48.5037,83.9033,26.8227,2,90.4267,9.5733,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-02,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,474.0967,961.7783,0.5247,10.8789,1.9011,1.3763,4.8455,19.7836,0.504,0,92.7955,7.2045,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-03,DeepSeek-V4,6,0.5556,3,0,0.5,4574.1353,8788.607,12.7107,2.171,18.1829,2.9114,80.5039,81.7607,15.9703,21,94.157,5.843,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-03,Minimax-M2.5,2,0.0306,2,0,1.0,441.6138,633.4435,1.3596,48.2823,23.8604,2.291,48.9824,82.581,22.8166,3,92.729,7.271,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-03,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,461.901,966.0081,0.5168,11.3145,3.3242,0.9205,6.199,18.2699,1.3303,0,87.721,12.279,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-05-04,DeepSeek-V4,6,0.5694,3,0,0.5,4447.2008,9553.9691,12.6923,0.0,14.5623,2.9291,81.7389,84.4464,15.7431,26,92.9754,7.0246,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-04,Minimax-M2.5,2,0.0306,2,0,1.0,449.1353,615.3071,1.3624,48.4917,22.2328,1.6926,55.8148,94.8698,29.3799,1,89.3236,10.6764,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-05-04,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,449.3796,888.7417,0.5272,9.1836,1.1198,1.0928,6.0695,16.6667,0.2379,0,90.5398,9.4602,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-05,DeepSeek-V4,6,0.6597,4,0,0.6667,4535.3764,8930.0797,12.6913,0.9773,13.7594,3.3715,95.6179,92.5459,20.4151,27,94.6758,5.3242,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-05,Minimax-M2.5,2,0.0306,2,0,1.0,436.6837,635.6281,1.3682,48.556,22.2131,2.1662,53.7723,86.2783,25.1301,1,91.6445,8.3555,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-05,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,477.4172,901.8974,0.5151,10.5062,4.9909,1.1532,6.7668,23.0557,0.0,0,93.3699,6.6301,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-06,DeepSeek-V4,6,0.8014,5,0,0.8333,4774.8202,9282.26,12.4474,4.3625,19.053,4.7073,100.0,100.0,24.3802,50,93.8402,6.1598,True,需要关注,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-06,Minimax-M2.5,2,0.0306,2,0,1.0,454.3159,601.4876,1.3439,43.3815,33.0772,2.5858,62.72,100.0,28.1558,18,92.6702,7.3298,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-06,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,482.6486,1039.4359,0.5,13.9821,0.0,1.04,5.8863,26.7096,0.0,0,92.3384,7.6616,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-07,DeepSeek-V4,6,0.6444,3,0,0.5,4541.1882,9028.0612,12.6648,0.0,12.5908,3.3273,85.845,90.2409,13.7939,26,94.7861,5.2139,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-07,Minimax-M2.5,2,0.0306,2,0,1.0,436.216,633.5216,1.3629,50.5335,23.2843,1.7347,48.8603,80.4567,25.2318,1,91.9689,8.0311,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-07,Qwen3.6-35B-A3B,2,0.0153,1,0,0.5,461.1848,847.08,0.5092,12.2649,0.0021,0.8583,5.6579,15.4033,1.2433,0,92.4524,7.5476,True,需要关注,平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-08,DeepSeek-V4,6,0.6583,4,0,0.6667,4581.8371,9057.0349,12.611,0.2168,17.6706,3.1268,94.4369,95.8847,17.1608,21,95.4713,4.5287,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-08,Minimax-M2.5,2,0.0306,2,0,1.0,439.4673,620.4709,1.3718,49.3743,24.8287,1.9653,59.2017,95.1353,27.5457,4,89.5637,10.4363,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-05-08,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,476.6155,910.0507,0.5276,10.0462,0.0,0.9643,5.4893,19.4512,0.0,0,92.9087,7.0913,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-09,DeepSeek-V4,6,0.6472,4,0,0.6667,4570.8176,8917.5233,12.7353,0.0,18.0052,3.2378,89.3576,89.748,17.3302,29,96.5157,3.4843,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-09,Minimax-M2.5,2,0.0292,1,0,0.5,421.6885,600.7501,1.3609,47.1607,19.912,1.8972,38.9765,72.7924,20.9319,2,89.6436,10.3564,True,容量充足,当前未发现明确资源瓶颈,synthetic_history_calibrated,90
2026-05-09,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,469.6434,956.7087,0.5242,4.9569,0.1571,1.0251,5.1147,18.7653,0.0,0,91.3775,8.6225,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-10,DeepSeek-V4,6,0.6569,4,0,0.6667,4597.0854,9285.0645,12.6612,0.3818,16.2937,3.5617,91.0589,92.2231,15.4936,39,96.3381,3.6619,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-10,Minimax-M2.5,2,0.0306,2,0,1.0,450.956,609.24,1.3615,52.1787,27.3501,1.9897,52.1748,93.8894,25.855,2,92.9838,7.0162,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-10,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,457.8469,854.7069,0.5214,8.3635,0.2202,0.9304,4.0916,16.992,4.2879,0,92.5555,7.4445,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-11,DeepSeek-V4,6,0.6569,4,0,0.6667,4515.7452,8890.2307,12.6424,0.3764,16.9559,3.2534,88.3173,88.6415,17.1142,29,95.5592,4.4408,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-11,Minimax-M2.5,2,0.0306,2,0,1.0,437.1665,635.8016,1.3715,45.7996,24.0497,1.5076,51.6633,85.4701,21.0759,4,95.7833,4.2167,True,容量风险,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-11,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,473.7031,952.9102,0.5221,7.7709,0.0,1.1057,4.9675,19.3771,4.2883,0,89.9077,10.0923,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-05-12,DeepSeek-V4,6,0.6819,4,0,0.6667,4606.5189,9136.1499,12.7251,2.0881,18.7159,4.0004,100.0,100.0,17.8246,41,92.819,7.181,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-12,Minimax-M2.5,2,0.0306,2,0,1.0,448.6542,611.8338,1.3557,50.2198,32.9851,2.205,59.8412,100.0,27.6901,25,93.875,6.125,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-12,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,493.5611,1072.8774,0.5003,10.4897,1.8778,1.0966,5.7321,22.1523,0.7987,0,92.9151,7.0849,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-13,DeepSeek-V4,6,0.6653,4,0,0.6667,4593.0138,8525.2531,12.6668,0.0,15.3878,3.2026,92.5532,97.3349,15.3431,29,93.644,6.356,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-13,Minimax-M2.5,2,0.0306,2,0,1.0,446.3067,621.3252,1.3578,45.7596,27.1001,2.0205,56.4092,98.5644,28.3998,2,92.8491,7.1509,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-13,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,455.0314,830.0632,0.5166,6.8544,0.0,0.9393,6.8431,20.8412,0.0,0,92.5604,7.4396,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-14,DeepSeek-V4,6,0.6778,4,0,0.6667,4637.1022,9489.7419,12.7116,0.0,18.4765,3.2403,97.2644,97.2712,19.4852,33,94.3546,5.6454,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-14,Minimax-M2.5,2,0.0306,2,0,1.0,460.8913,636.5174,1.3373,47.3378,33.4294,2.868,72.3098,100.0,32.7827,32,91.2752,8.7248,True,需要关注,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-14,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,462.1919,809.0957,0.5193,10.4704,2.6861,1.0115,5.2467,20.1879,2.9535,0,92.4271,7.5729,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-15,DeepSeek-V4,6,0.6861,5,0,0.8333,4725.514,9917.0024,12.6983,0.0,22.2795,3.7826,100.0,100.0,18.2666,50,95.1311,4.8689,True,容量风险,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-15,Minimax-M2.5,2,0.0306,2,0,1.0,458.444,651.4334,1.3505,46.8014,32.4919,2.3786,65.4829,100.0,29.2623,19,89.6122,10.3878,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-05-15,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,452.9942,837.179,0.5224,13.4943,0.5024,1.0071,5.2655,22.825,0.0,0,89.2632,10.7368,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-05-16,DeepSeek-V4,6,0.6611,4,0,0.6667,4504.5002,8729.16,12.6764,1.5265,17.6983,3.5478,92.6449,92.4973,11.9656,28,93.6514,6.3486,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-16,Minimax-M2.5,2,0.0292,1,0,0.5,429.8474,581.3185,1.3562,45.7081,21.8657,1.6396,39.7645,75.563,22.0549,2,90.9417,9.0583,True,需要关注,平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-16,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,476.6479,936.4898,0.5284,11.1606,2.0667,1.1139,5.0943,16.6003,0.0,0,92.049,7.951,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-17,DeepSeek-V4,6,0.6,3,0,0.5,4443.2207,8366.3949,12.7054,1.951,13.1757,3.074,81.2527,85.9248,17.956,24,94.6258,5.3742,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-17,Minimax-M2.5,2,0.0306,2,0,1.0,442.181,632.2134,1.3644,45.0528,25.5309,1.6849,51.483,85.2335,24.6064,1,92.1569,7.8431,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-17,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,467.2022,884.0044,0.5146,9.3317,0.0,1.4435,7.093,22.2839,0.0,0,93.9307,6.0693,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-18,DeepSeek-V4,6,0.6333,4,0,0.6667,4651.4075,9159.2506,12.7001,0.0,15.6855,3.3974,85.5804,88.1482,17.5522,26,92.2417,7.7583,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-18,Minimax-M2.5,2,0.0306,2,0,1.0,450.975,633.9767,1.3648,49.1879,28.1866,1.8144,54.9809,98.1329,24.4258,4,91.1803,8.8197,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-18,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,466.4201,792.4969,0.5132,10.2677,2.1826,1.3444,4.6643,18.2038,0.0,0,91.8911,8.1089,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-19,DeepSeek-V4,6,0.6125,3,0,0.5,4455.7445,9020.3105,12.7034,0.0,11.7291,3.3254,86.4444,86.4469,12.4859,27,93.0591,6.9409,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-19,Minimax-M2.5,2,0.0306,2,0,1.0,448.9692,645.304,1.3787,45.876,27.192,1.9939,57.1364,89.0889,27.1776,3,92.8254,7.1746,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-19,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,457.991,888.5407,0.5158,6.9482,1.2523,1.0152,5.9816,24.6332,3.127,0,95.1102,4.8898,True,容量风险,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-20,DeepSeek-V4,6,0.6792,4,0,0.6667,4761.6325,9565.9145,12.6884,2.6337,19.4394,3.5876,100.0,100.0,20.7267,31,96.3,3.7,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-20,Minimax-M2.5,2,0.0306,2,0,1.0,440.8623,594.7377,1.3714,47.979,24.8453,2.0607,44.2778,86.2355,27.3782,1,87.7146,12.2854,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-05-20,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,475.3928,862.0987,0.5184,7.7018,0.3027,0.9632,5.3999,18.6142,0.0,0,93.1029,6.8971,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-21,DeepSeek-V4,6,0.6417,4,0,0.6667,4611.6129,9287.6371,12.6341,0.1718,12.2775,3.314,86.1523,91.5562,15.2825,23,93.3196,6.6804,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-21,Minimax-M2.5,2,0.0306,2,0,1.0,446.1879,639.7512,1.3494,49.5823,26.0211,1.771,51.2691,90.795,26.2235,1,90.1613,9.8387,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-21,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,475.3937,945.0196,0.515,12.7494,2.6012,0.7862,5.5646,20.9313,0.0,0,92.7355,7.2645,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-22,DeepSeek-V4,6,0.6639,4,0,0.6667,4493.6841,8391.9152,12.7758,0.0,18.6065,3.1628,90.0688,92.4413,16.7344,32,94.5835,5.4165,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-22,Minimax-M2.5,2,0.0306,2,0,1.0,433.2818,625.3186,1.3517,45.5561,22.6384,2.1733,54.2397,86.1911,25.6236,2,92.8094,7.1906,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-22,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,465.3491,925.7821,0.5198,4.9366,0.1303,0.9915,5.6027,16.5883,3.585,0,93.0857,6.9143,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
